발행회차,발행일자,기준월,평균 LTV,평균 DTI,조기상환율
KHFCMB2017S-06,2017-03-15,2018-12,69.59,38.05,0.47
KHFCMB2017S-06,2017-03-15,2018-11,69.57,38.1,0.6
KHFCMB2017S-06,2017-03-15,2018-10,69.57,38.13,0.64
KHFCMB2017S-06,2017-03-15,2018-09,69.58,38.11,0.47
KHFCMB2017S-06,2017-03-15,2018-08,69.58,38.18,1.14
KHFCMB2017S-06,2017-03-15,2018-07,69.58,38.24,0.81
KHFCMB2017S-06,2017-03-15,2018-06,69.58,38.22,0.71
KHFCMB2017S-06,2017-03-15,2018-05,69.58,38.19,0.7
KHFCMB2017S-06,2017-03-15,2018-04,69.58,38.21,0.62
KHFCMB2017S-06,2017-03-15,2018-03,69.58,38.24,0.45
KHFCMB2017S-06,2017-03-15,2018-02,69.58,38.23,0.47
KHFCMB2017S-06,2017-03-15,2018-01,69.58,38.24,1.12
KHFCMB2017S-06,2017-03-15,2017-12,69.58,38.24,0.6
KHFCMB2017S-06,2017-03-15,2017-11,69.58,38.24,1.5
KHFCMB2017S-06,2017-03-15,2017-10,69.59,38.31,1.01
KHFCMB2017S-06,2017-03-15,2017-09,69.59,38.38,1.45
KHFCMB2017S-06,2017-03-15,2017-08,69.58,38.47,1.32
KHFCMB2017S-06,2017-03-15,2017-07,69.58,38.5,1.48
KHFCMB2017S-06,2017-03-15,2017-06,69.58,38.51,1.11
KHFCMB2017S-06,2017-03-15,2017-05,69.58,38.52,1.57
KHFCMB2017S-06,2017-03-15,2017-04,69.57,38.53,2.15
KHFCMB2017S-06,2017-03-15,2017-03,69.56,38.64,3.23
KHFCMB2017S-05,2017-03-10,2022-06,59.74,27.94,0.6447
KHFCMB2017S-05,2017-03-10,2022-05,59.73,27.94,0.5587
KHFCMB2017S-05,2017-03-10,2022-04,59.72,27.95,0.5394
KHFCMB2017S-05,2017-03-10,2022-03,59.7,27.95,0.8154
KHFCMB2017S-05,2017-03-10,2022-02,59.78,28.0,0.7147
KHFCMB2017S-05,2017-03-10,2022-01,59.81,27.98,0.7655
KHFCMB2017S-05,2017-03-10,2021-12,59.78,27.99,0.8415
KHFCMB2017S-05,2017-03-10,2021-11,59.78,27.99,1.0021
KHFCMB2017S-05,2017-03-10,2021-10,59.78,28.03,0.8137
KHFCMB2017S-05,2017-03-10,2021-09,59.77,28.05,1.0343
KHFCMB2017S-05,2017-03-10,2021-08,59.76,28.04,1.0776
KHFCMB2017S-05,2017-03-10,2021-07,59.76,28.04,1.0035
KHFCMB2017S-05,2017-03-10,2021-06,59.74,28.03,1.0914
KHFCMB2017S-05,2017-03-10,2021-03,59.63,27.99,1.4
KHFCMB2017S-05,2017-03-10,2021-02,59.61,28.0,1.53
KHFCMB2017S-05,2017-03-10,2021-01,59.57,28.04,1.53
KHFCMB2017S-05,2017-03-10,2020-12,59.54,28.09,1.23
KHFCMB2017S-05,2017-03-10,2020-11,59.53,28.07,1.54
KHFCMB2017S-05,2017-03-10,2020-10,59.55,28.08,1.54
KHFCMB2017S-05,2017-03-10,2020-09,59.52,28.11,1.66
KHFCMB2017S-05,2017-03-10,2020-08,59.49,28.12,1.68
KHFCMB2017S-05,2017-03-10,2020-07,59.49,28.17,1.6
KHFCMB2017S-05,2017-03-10,2020-06,59.49,28.21,1.55
KHFCMB2017S-05,2017-03-10,2020-05,59.44,28.21,1.48
KHFCMB2017S-05,2017-03-10,2020-04,59.45,28.26,1.7
KHFCMB2017S-05,2017-03-10,2020-03,59.42,28.27,2.13
KHFCMB2017S-05,2017-03-10,2020-02,59.36,28.33,2.23
KHFCMB2017S-05,2017-03-10,2020-01,59.4,28.36,2.08
KHFCMB2017S-05,2017-03-10,2019-12,59.35,28.36,2.09
KHFCMB2017S-05,2017-03-10,2019-11,59.31,28.4,1.71
KHFCMB2017S-05,2017-03-10,2019-10,59.31,28.41,1.69
KHFCMB2017S-05,2017-03-10,2019-09,59.3,28.46,1.31
KHFCMB2017S-05,2017-03-10,2019-08,59.3,28.49,1.1
KHFCMB2017S-05,2017-03-10,2019-07,59.27,28.53,0.97
KHFCMB2017S-05,2017-03-10,2019-06,59.25,28.54,0.9
KHFCMB2017S-05,2017-03-10,2019-05,59.23,28.55,0.51
KHFCMB2017S-05,2017-03-10,2019-04,59.21,28.54,0.64
KHFCMB2017S-05,2017-03-10,2019-03,59.18,28.54,0.68
KHFCMB2017S-05,2017-03-10,2019-02,59.18,28.56,0.91
KHFCMB2017S-05,2017-03-10,2019-01,59.16,28.55,0.97
KHFCMB2017S-05,2017-03-10,2018-12,59.15,28.53,0.73
KHFCMB2017S-05,2017-03-10,2018-11,59.12,28.54,0.75
KHFCMB2017S-05,2017-03-10,2018-10,59.11,28.59,0.5
KHFCMB2017S-05,2017-03-10,2018-09,59.08,28.6,0.28
KHFCMB2017S-05,2017-03-10,2018-08,59.06,28.59,0.57
KHFCMB2017S-05,2017-03-10,2018-07,59.04,28.61,0.44
KHFCMB2017S-05,2017-03-10,2018-06,59.04,28.65,0.6
KHFCMB2017S-05,2017-03-10,2018-05,59.02,28.65,0.57
KHFCMB2017S-05,2017-03-10,2018-04,59.01,28.64,0.57
KHFCMB2017S-05,2017-03-10,2018-03,58.99,28.66,0.57
KHFCMB2017S-05,2017-03-10,2018-02,58.98,28.7,0.51
KHFCMB2017S-05,2017-03-10,2018-01,58.95,28.67,0.51
KHFCMB2017S-05,2017-03-10,2017-12,58.92,28.68,0.49
KHFCMB2017S-05,2017-03-10,2017-11,58.9,28.7,0.44
KHFCMB2017S-05,2017-03-10,2017-10,58.87,28.7,0.37
KHFCMB2017S-05,2017-03-10,2017-09,58.86,28.71,0.54
KHFCMB2017S-05,2017-03-10,2017-08,58.85,28.73,0.39
KHFCMB2017S-05,2017-03-10,2017-07,58.83,28.74,0.55
KHFCMB2017S-05,2017-03-10,2017-06,58.83,28.74,0.4
KHFCMB2017S-05,2017-03-10,2017-05,58.83,28.76,0.38
KHFCMB2017S-05,2017-03-10,2017-04,58.82,28.76,0.37
KHFCMB2017S-05,2017-03-10,2017-03,58.8,28.77,0.41
KHFCMB2017S-04,2017-02-17,2022-06,60.34,29.03,0.6215
KHFCMB2017S-04,2017-02-17,2022-05,60.32,29.06,0.5242
KHFCMB2017S-04,2017-02-17,2022-04,60.31,29.06,0.6539
KHFCMB2017S-04,2017-02-17,2022-03,60.31,29.05,0.4908
KHFCMB2017S-04,2017-02-17,2022-02,60.28,29.03,0.7532
KHFCMB2017S-04,2017-02-17,2022-01,60.43,29.22,0.6013
KHFCMB2017S-04,2017-02-17,2021-12,60.42,29.23,0.7234
KHFCMB2017S-04,2017-02-17,2021-11,60.38,29.24,0.9236
KHFCMB2017S-04,2017-02-17,2021-10,60.34,29.24,1.1097
KHFCMB2017S-04,2017-02-17,2021-09,60.32,29.29,1.2869
KHFCMB2017S-04,2017-02-17,2021-08,60.29,29.3,1.0525
KHFCMB2017S-04,2017-02-17,2021-07,60.29,29.34,1.0492
KHFCMB2017S-04,2017-02-17,2021-06,60.3,29.34,1.1754
KHFCMB2017S-04,2017-02-17,2021-03,60.25,29.41,1.57
KHFCMB2017S-04,2017-02-17,2021-02,60.27,29.44,1.53
KHFCMB2017S-04,2017-02-17,2021-01,60.25,29.46,1.39
KHFCMB2017S-04,2017-02-17,2020-12,60.22,29.45,1.7
KHFCMB2017S-04,2017-02-17,2020-11,60.19,29.44,1.46
KHFCMB2017S-04,2017-02-17,2020-10,60.18,29.48,1.43
KHFCMB2017S-04,2017-02-17,2020-09,60.18,29.46,1.67
KHFCMB2017S-04,2017-02-17,2020-08,60.16,29.46,1.47
KHFCMB2017S-04,2017-02-17,2020-07,60.13,29.47,1.6
KHFCMB2017S-04,2017-02-17,2020-06,60.1,29.46,1.55
KHFCMB2017S-04,2017-02-17,2020-05,60.12,29.51,1.46
KHFCMB2017S-04,2017-02-17,2020-04,60.12,29.54,1.35
KHFCMB2017S-04,2017-02-17,2020-03,60.09,29.6,1.61
KHFCMB2017S-04,2017-02-17,2020-02,60.07,29.63,2.27
KHFCMB2017S-04,2017-02-17,2020-01,60.05,29.66,1.86
KHFCMB2017S-04,2017-02-17,2019-12,59.99,29.68,2.03
KHFCMB2017S-04,2017-02-17,2019-11,59.97,29.69,1.86
KHFCMB2017S-04,2017-02-17,2019-10,59.94,29.69,1.59
KHFCMB2017S-04,2017-02-17,2019-09,59.92,29.72,1.04
KHFCMB2017S-04,2017-02-17,2019-08,59.9,29.75,0.95
KHFCMB2017S-04,2017-02-17,2019-07,59.88,29.74,1.04
KHFCMB2017S-04,2017-02-17,2019-06,59.87,29.75,0.66
KHFCMB2017S-04,2017-02-17,2019-05,59.85,29.77,0.77
KHFCMB2017S-04,2017-02-17,2019-04,59.83,29.78,0.79
KHFCMB2017S-04,2017-02-17,2019-03,59.82,29.79,0.8
KHFCMB2017S-04,2017-02-17,2019-02,59.79,29.78,0.8
KHFCMB2017S-04,2017-02-17,2019-01,59.75,29.77,0.63
KHFCMB2017S-04,2017-02-17,2018-12,59.74,29.81,0.73
KHFCMB2017S-04,2017-02-17,2018-11,59.71,29.81,0.7
KHFCMB2017S-04,2017-02-17,2018-10,59.7,29.81,0.67
KHFCMB2017S-04,2017-02-17,2018-09,59.65,29.8,0.54
KHFCMB2017S-04,2017-02-17,2018-08,59.64,29.82,0.62
KHFCMB2017S-04,2017-02-17,2018-07,59.62,29.82,0.54
KHFCMB2017S-04,2017-02-17,2018-06,59.6,29.84,0.48
KHFCMB2017S-04,2017-02-17,2018-05,59.59,29.85,0.53
KHFCMB2017S-04,2017-02-17,2018-04,59.57,29.87,0.52
KHFCMB2017S-04,2017-02-17,2018-03,59.56,29.89,0.65
KHFCMB2017S-04,2017-02-17,2018-02,59.55,29.91,0.54
KHFCMB2017S-04,2017-02-17,2018-01,59.52,29.9,0.61
KHFCMB2017S-04,2017-02-17,2017-12,59.5,29.9,0.5
KHFCMB2017S-04,2017-02-17,2017-11,59.47,29.91,0.48
KHFCMB2017S-04,2017-02-17,2017-10,59.45,29.92,0.35
KHFCMB2017S-04,2017-02-17,2017-09,59.44,29.92,0.43
KHFCMB2017S-04,2017-02-17,2017-08,59.43,29.93,0.71
KHFCMB2017S-04,2017-02-17,2017-07,59.4,29.99,0.4
KHFCMB2017S-04,2017-02-17,2017-06,59.38,30.0,0.45
KHFCMB2017S-04,2017-02-17,2017-05,59.37,30.02,0.52
KHFCMB2017S-04,2017-02-17,2017-04,59.36,30.04,0.53
KHFCMB2017S-04,2017-02-17,2017-03,59.35,30.04,0.58
KHFCMB2017S-04,2017-02-17,2017-02,59.34,30.04,0.58
KHFCMB2017S-03,2017-02-06,2022-06,60.28,28.46,0.3899
KHFCMB2017S-03,2017-02-06,2022-05,60.27,28.46,0.5199
KHFCMB2017S-03,2017-02-06,2022-04,60.27,28.45,0.41
KHFCMB2017S-03,2017-02-06,2022-03,60.26,28.45,0.5959
KHFCMB2017S-03,2017-02-06,2022-02,60.24,28.43,0.7844
KHFCMB2017S-03,2017-02-06,2022-01,60.25,28.44,0.6504
KHFCMB2017S-03,2017-02-06,2021-12,60.24,28.44,0.6585
KHFCMB2017S-03,2017-02-06,2021-11,60.24,28.45,0.9381
KHFCMB2017S-03,2017-02-06,2021-10,60.23,28.44,0.982
KHFCMB2017S-03,2017-02-06,2021-09,60.21,28.44,1.0088
KHFCMB2017S-03,2017-02-06,2021-08,60.21,28.43,1.1834
KHFCMB2017S-03,2017-02-06,2021-07,60.21,28.46,0.8321
KHFCMB2017S-03,2017-02-06,2021-06,60.21,28.45,0.8876
KHFCMB2017S-03,2017-02-06,2021-03,60.18,28.46,1.23
KHFCMB2017S-03,2017-02-06,2021-02,60.14,28.45,1.6
KHFCMB2017S-03,2017-02-06,2021-01,60.1,28.49,1.54
KHFCMB2017S-03,2017-02-06,2020-12,60.06,28.52,1.63
KHFCMB2017S-03,2017-02-06,2020-11,60.03,28.5,1.64
KHFCMB2017S-03,2017-02-06,2020-10,60.06,28.53,1.7
KHFCMB2017S-03,2017-02-06,2020-09,60.03,28.53,1.65
KHFCMB2017S-03,2017-02-06,2020-08,60.01,28.54,1.34
KHFCMB2017S-03,2017-02-06,2020-07,60.01,28.54,1.41
KHFCMB2017S-03,2017-02-06,2020-06,59.97,28.51,1.34
KHFCMB2017S-03,2017-02-06,2020-05,59.96,28.51,1.01
KHFCMB2017S-03,2017-02-06,2020-04,59.94,28.53,1.45
KHFCMB2017S-03,2017-02-06,2020-03,59.95,28.54,1.5
KHFCMB2017S-03,2017-02-06,2020-02,59.93,28.59,2.27
KHFCMB2017S-03,2017-02-06,2020-01,59.94,28.61,1.86
KHFCMB2017S-03,2017-02-06,2019-12,59.92,28.66,2.32
KHFCMB2017S-03,2017-02-06,2019-11,59.87,28.69,1.95
KHFCMB2017S-03,2017-02-06,2019-10,59.84,28.74,1.64
KHFCMB2017S-03,2017-02-06,2019-09,59.82,28.75,1.0
KHFCMB2017S-03,2017-02-06,2019-08,59.8,28.79,1.0
KHFCMB2017S-03,2017-02-06,2019-07,59.79,28.8,0.96
KHFCMB2017S-03,2017-02-06,2019-06,59.77,28.82,0.66
KHFCMB2017S-03,2017-02-06,2019-05,59.76,28.83,0.68
KHFCMB2017S-03,2017-02-06,2019-04,59.75,28.86,0.67
KHFCMB2017S-03,2017-02-06,2019-03,59.75,28.86,0.65
KHFCMB2017S-03,2017-02-06,2019-02,59.73,28.86,0.95
KHFCMB2017S-03,2017-02-06,2019-01,59.72,28.87,0.72
KHFCMB2017S-03,2017-02-06,2018-12,59.71,28.9,0.66
KHFCMB2017S-03,2017-02-06,2018-11,59.71,28.89,0.97
KHFCMB2017S-03,2017-02-06,2018-10,59.73,28.92,0.81
KHFCMB2017S-03,2017-02-06,2018-09,59.71,28.93,0.44
KHFCMB2017S-03,2017-02-06,2018-08,59.71,28.92,0.53
KHFCMB2017S-03,2017-02-06,2018-07,59.7,28.92,0.51
KHFCMB2017S-03,2017-02-06,2018-06,59.69,28.92,0.43
KHFCMB2017S-03,2017-02-06,2018-05,59.68,28.93,0.42
KHFCMB2017S-03,2017-02-06,2018-04,59.66,28.93,0.38
KHFCMB2017S-03,2017-02-06,2018-03,59.64,28.94,0.62
KHFCMB2017S-03,2017-02-06,2018-02,59.61,28.96,0.44
KHFCMB2017S-03,2017-02-06,2018-01,59.59,28.95,0.42
KHFCMB2017S-03,2017-02-06,2017-12,59.57,28.95,0.48
KHFCMB2017S-03,2017-02-06,2017-11,59.56,28.97,0.43
KHFCMB2017S-03,2017-02-06,2017-10,59.54,28.98,0.42
KHFCMB2017S-03,2017-02-06,2017-09,59.53,28.97,0.44
KHFCMB2017S-03,2017-02-06,2017-08,59.52,28.97,0.56
KHFCMB2017S-03,2017-02-06,2017-07,59.51,28.97,0.34
KHFCMB2017S-03,2017-02-06,2017-06,59.5,28.96,0.5
KHFCMB2017S-03,2017-02-06,2017-05,59.49,28.97,0.32
KHFCMB2017S-03,2017-02-06,2017-04,59.48,28.99,0.4
KHFCMB2017S-03,2017-02-06,2017-03,59.47,28.99,0.34
KHFCMB2017S-03,2017-02-06,2017-02,59.45,29.0,0.49
KHFCMB2017S-02,2017-01-20,2022-06,58.97,27.65,0.5069
KHFCMB2017S-02,2017-01-20,2022-05,58.98,27.66,0.5221
KHFCMB2017S-02,2017-01-20,2022-04,58.97,27.69,0.3936
KHFCMB2017S-02,2017-01-20,2022-03,58.97,27.69,0.5743
KHFCMB2017S-02,2017-01-20,2022-02,58.95,27.7,0.7661
KHFCMB2017S-02,2017-01-20,2022-01,58.94,27.7,0.7256
KHFCMB2017S-02,2017-01-20,2021-12,59.01,27.82,0.5276
KHFCMB2017S-02,2017-01-20,2021-11,59.01,27.86,0.6991
KHFCMB2017S-02,2017-01-20,2021-10,59.01,27.86,1.0503
KHFCMB2017S-02,2017-01-20,2021-09,58.99,27.86,1.0687
KHFCMB2017S-02,2017-01-20,2021-08,58.98,27.83,1.0285
KHFCMB2017S-02,2017-01-20,2021-07,58.97,27.85,1.0744
KHFCMB2017S-02,2017-01-20,2021-06,58.96,27.88,0.9092
KHFCMB2017S-02,2017-01-20,2021-03,58.95,27.91,1.46
KHFCMB2017S-02,2017-01-20,2021-02,58.95,27.91,1.22
KHFCMB2017S-02,2017-01-20,2021-01,58.93,27.88,1.26
KHFCMB2017S-02,2017-01-20,2020-12,58.88,27.85,1.42
KHFCMB2017S-02,2017-01-20,2020-11,58.85,27.83,1.2
KHFCMB2017S-02,2017-01-20,2020-10,58.84,27.83,1.44
KHFCMB2017S-02,2017-01-20,2020-09,58.83,27.83,1.47
KHFCMB2017S-02,2017-01-20,2020-08,58.8,27.83,1.37
KHFCMB2017S-02,2017-01-20,2020-07,58.78,27.82,1.71
KHFCMB2017S-02,2017-01-20,2020-06,58.77,27.84,1.3
KHFCMB2017S-02,2017-01-20,2020-05,58.72,27.81,1.18
KHFCMB2017S-02,2017-01-20,2020-04,58.71,27.81,1.29
KHFCMB2017S-02,2017-01-20,2020-03,58.7,27.79,1.48
KHFCMB2017S-02,2017-01-20,2020-02,58.65,27.78,1.76
KHFCMB2017S-02,2017-01-20,2020-01,58.61,27.8,1.61
KHFCMB2017S-02,2017-01-20,2019-12,58.56,27.8,1.95
KHFCMB2017S-02,2017-01-20,2019-11,58.51,27.8,2.04
KHFCMB2017S-02,2017-01-20,2019-10,58.47,27.81,1.49
KHFCMB2017S-02,2017-01-20,2019-09,58.43,27.8,1.21
KHFCMB2017S-02,2017-01-20,2019-08,58.39,27.81,0.99
KHFCMB2017S-02,2017-01-20,2019-07,58.4,27.83,0.88
KHFCMB2017S-02,2017-01-20,2019-06,58.41,27.83,0.52
KHFCMB2017S-02,2017-01-20,2019-05,58.4,27.84,0.53
KHFCMB2017S-02,2017-01-20,2019-04,58.38,27.85,0.61
KHFCMB2017S-02,2017-01-20,2019-03,58.35,27.86,0.56
KHFCMB2017S-02,2017-01-20,2019-02,58.34,27.87,0.67
KHFCMB2017S-02,2017-01-20,2019-01,58.31,27.86,0.46
KHFCMB2017S-02,2017-01-20,2018-12,58.29,27.87,0.79
KHFCMB2017S-02,2017-01-20,2018-11,58.27,27.92,0.71
KHFCMB2017S-02,2017-01-20,2018-10,58.27,27.92,0.79
KHFCMB2017S-02,2017-01-20,2018-09,58.25,27.93,0.29
KHFCMB2017S-02,2017-01-20,2018-08,58.24,27.94,0.51
KHFCMB2017S-02,2017-01-20,2018-07,58.22,27.95,0.41
KHFCMB2017S-02,2017-01-20,2018-06,58.19,27.96,0.38
KHFCMB2017S-02,2017-01-20,2018-05,58.17,27.96,0.48
KHFCMB2017S-02,2017-01-20,2018-04,58.17,27.98,0.49
KHFCMB2017S-02,2017-01-20,2018-03,58.16,27.98,0.48
KHFCMB2017S-02,2017-01-20,2018-02,58.14,27.96,0.62
KHFCMB2017S-02,2017-01-20,2018-01,58.1,27.97,0.51
KHFCMB2017S-02,2017-01-20,2017-12,58.06,27.97,0.48
KHFCMB2017S-02,2017-01-20,2017-11,58.04,27.96,0.44
KHFCMB2017S-02,2017-01-20,2017-10,58.01,27.94,0.38
KHFCMB2017S-02,2017-01-20,2017-09,57.99,27.94,0.47
KHFCMB2017S-02,2017-01-20,2017-08,57.98,27.96,0.44
KHFCMB2017S-02,2017-01-20,2017-07,57.97,27.97,0.4
KHFCMB2017S-02,2017-01-20,2017-06,57.97,27.97,0.47
KHFCMB2017S-02,2017-01-20,2017-05,57.96,27.97,0.31
KHFCMB2017S-02,2017-01-20,2017-04,57.94,27.97,0.26
KHFCMB2017S-02,2017-01-20,2017-03,57.93,27.96,0.4
KHFCMB2017S-02,2017-01-20,2017-02,57.91,27.96,0.36
KHFCMB2017S-02,2017-01-20,2017-01,57.88,27.95,0.13
KHFCMB2017S-01,2017-01-06,2022-06,60.96,29.23,0.6088
KHFCMB2017S-01,2017-01-06,2022-05,60.95,29.22,0.614
KHFCMB2017S-01,2017-01-06,2022-04,60.93,29.21,0.809
KHFCMB2017S-01,2017-01-06,2022-03,60.9,29.22,0.4813
KHFCMB2017S-01,2017-01-06,2022-02,60.89,29.21,0.6583
KHFCMB2017S-01,2017-01-06,2022-01,60.87,29.21,0.661
KHFCMB2017S-01,2017-01-06,2021-12,60.95,29.29,0.8541
KHFCMB2017S-01,2017-01-06,2021-11,60.95,29.28,1.188
KHFCMB2017S-01,2017-01-06,2021-10,60.96,29.3,1.0301
KHFCMB2017S-01,2017-01-06,2021-09,60.98,29.34,1.2035
KHFCMB2017S-01,2017-01-06,2021-08,60.95,29.33,1.0719
KHFCMB2017S-01,2017-01-06,2021-07,60.93,29.32,0.938
KHFCMB2017S-01,2017-01-06,2021-06,60.92,29.32,1.1411
KHFCMB2017S-01,2017-01-06,2021-03,60.92,29.33,1.55
KHFCMB2017S-01,2017-01-06,2021-02,60.92,29.33,1.4
KHFCMB2017S-01,2017-01-06,2021-01,60.89,29.34,1.39
KHFCMB2017S-01,2017-01-06,2020-12,60.85,29.35,1.57
KHFCMB2017S-01,2017-01-06,2020-11,60.83,29.38,1.45
KHFCMB2017S-01,2017-01-06,2020-10,60.79,29.4,1.72
KHFCMB2017S-01,2017-01-06,2020-09,60.75,29.42,1.76
KHFCMB2017S-01,2017-01-06,2020-08,60.77,29.44,1.91
KHFCMB2017S-01,2017-01-06,2020-07,60.72,29.44,1.56
KHFCMB2017S-01,2017-01-06,2020-06,60.71,29.47,1.58
KHFCMB2017S-01,2017-01-06,2020-05,60.71,29.5,1.45
KHFCMB2017S-01,2017-01-06,2020-04,60.72,29.54,1.8
KHFCMB2017S-01,2017-01-06,2020-03,60.73,29.57,1.89
KHFCMB2017S-01,2017-01-06,2020-02,60.67,29.58,2.35
KHFCMB2017S-01,2017-01-06,2020-01,60.61,29.56,1.49
KHFCMB2017S-01,2017-01-06,2019-12,60.55,29.56,1.89
KHFCMB2017S-01,2017-01-06,2019-11,60.51,29.55,2.05
KHFCMB2017S-01,2017-01-06,2019-10,60.5,29.56,2.35
KHFCMB2017S-01,2017-01-06,2019-09,60.47,29.64,1.51
KHFCMB2017S-01,2017-01-06,2019-08,60.47,29.69,1.3
KHFCMB2017S-01,2017-01-06,2019-07,60.44,29.7,1.11
KHFCMB2017S-01,2017-01-06,2019-06,60.42,29.73,0.96
KHFCMB2017S-01,2017-01-06,2019-05,60.41,29.74,0.71
KHFCMB2017S-01,2017-01-06,2019-04,60.38,29.76,0.79
KHFCMB2017S-01,2017-01-06,2019-03,60.35,29.76,0.7
KHFCMB2017S-01,2017-01-06,2019-02,60.34,29.76,0.8
KHFCMB2017S-01,2017-01-06,2019-01,60.33,29.77,0.85
KHFCMB2017S-01,2017-01-06,2018-12,60.3,29.78,0.83
KHFCMB2017S-01,2017-01-06,2018-11,60.31,29.79,1.14
KHFCMB2017S-01,2017-01-06,2018-10,60.31,29.8,0.9
KHFCMB2017S-01,2017-01-06,2018-09,60.29,29.83,0.58
KHFCMB2017S-01,2017-01-06,2018-08,60.28,29.86,0.65
KHFCMB2017S-01,2017-01-06,2018-07,60.27,29.87,0.59
KHFCMB2017S-01,2017-01-06,2018-06,60.25,29.88,0.51
KHFCMB2017S-01,2017-01-06,2018-05,60.23,29.89,0.66
KHFCMB2017S-01,2017-01-06,2018-04,60.23,29.89,0.49
KHFCMB2017S-01,2017-01-06,2018-03,60.21,29.88,0.67
KHFCMB2017S-01,2017-01-06,2018-02,60.19,29.9,0.7
KHFCMB2017S-01,2017-01-06,2018-01,60.17,29.92,0.58
KHFCMB2017S-01,2017-01-06,2017-12,60.14,29.92,0.65
KHFCMB2017S-01,2017-01-06,2017-11,60.14,29.93,0.64
KHFCMB2017S-01,2017-01-06,2017-10,60.12,29.93,0.54
KHFCMB2017S-01,2017-01-06,2017-09,60.11,29.94,0.63
KHFCMB2017S-01,2017-01-06,2017-08,60.09,29.95,0.74
KHFCMB2017S-01,2017-01-06,2017-07,60.07,29.97,0.6
KHFCMB2017S-01,2017-01-06,2017-06,60.05,29.99,0.65
KHFCMB2017S-01,2017-01-06,2017-05,60.03,30.0,0.43
KHFCMB2017S-01,2017-01-06,2017-04,60.03,30.02,0.49
KHFCMB2017S-01,2017-01-06,2017-03,60.02,30.03,0.59
KHFCMB2017S-01,2017-01-06,2017-02,60.0,30.03,0.61
KHFCMB2017S-01,2017-01-06,2017-01,59.99,30.07,0.6
KHFCMB2016S-29,2016-12-26,2022-06,57.4,27.22,0.4199
KHFCMB2016S-29,2016-12-26,2022-05,57.4,27.24,0.305
KHFCMB2016S-29,2016-12-26,2022-04,57.37,27.26,0.3507
KHFCMB2016S-29,2016-12-26,2022-03,57.32,27.26,0.3681
KHFCMB2016S-29,2016-12-26,2022-02,57.28,27.24,0.4636
KHFCMB2016S-29,2016-12-26,2022-01,57.25,27.28,0.9169
KHFCMB2016S-29,2016-12-26,2021-12,57.24,27.25,0.6761
KHFCMB2016S-29,2016-12-26,2021-11,57.16,27.23,0.7731
KHFCMB2016S-29,2016-12-26,2021-10,57.15,27.24,0.8682
KHFCMB2016S-29,2016-12-26,2021-09,57.09,27.21,0.7011
KHFCMB2016S-29,2016-12-26,2021-08,57.07,27.22,0.8067
KHFCMB2016S-29,2016-12-26,2021-07,57.1,27.28,1.0893
KHFCMB2016S-29,2016-12-26,2021-06,57.01,27.26,0.6706
KHFCMB2016S-29,2016-12-26,2021-03,56.98,27.21,1.71
KHFCMB2016S-29,2016-12-26,2021-02,56.97,27.26,1.32
KHFCMB2016S-29,2016-12-26,2021-01,56.92,27.26,1.64
KHFCMB2016S-29,2016-12-26,2020-12,56.92,27.21,1.85
KHFCMB2016S-29,2016-12-26,2020-11,56.93,27.27,1.86
KHFCMB2016S-29,2016-12-26,2020-10,56.92,27.28,1.38
KHFCMB2016S-29,2016-12-26,2020-09,56.89,27.34,1.88
KHFCMB2016S-29,2016-12-26,2020-08,56.89,27.38,1.13
KHFCMB2016S-29,2016-12-26,2020-07,56.83,27.37,1.51
KHFCMB2016S-29,2016-12-26,2020-06,56.81,27.41,1.6
KHFCMB2016S-29,2016-12-26,2020-05,56.83,27.44,1.17
KHFCMB2016S-29,2016-12-26,2020-04,56.84,27.42,1.36
KHFCMB2016S-29,2016-12-26,2020-03,56.81,27.42,1.77
KHFCMB2016S-29,2016-12-26,2020-02,56.74,27.4,2.29
KHFCMB2016S-29,2016-12-26,2020-01,56.78,27.51,1.78
KHFCMB2016S-29,2016-12-26,2019-12,56.73,27.56,2.42
KHFCMB2016S-29,2016-12-26,2019-11,56.71,27.53,2.5
KHFCMB2016S-29,2016-12-26,2019-10,56.68,27.49,2.04
KHFCMB2016S-29,2016-12-26,2019-09,56.7,27.6,1.31
KHFCMB2016S-29,2016-12-26,2019-08,56.67,27.7,0.76
KHFCMB2016S-29,2016-12-26,2019-07,56.62,27.66,0.66
KHFCMB2016S-29,2016-12-26,2019-06,56.59,27.67,0.57
KHFCMB2016S-29,2016-12-26,2019-05,56.59,27.67,0.77
KHFCMB2016S-29,2016-12-26,2019-04,56.56,27.64,0.55
KHFCMB2016S-29,2016-12-26,2019-03,56.55,27.63,0.7
KHFCMB2016S-29,2016-12-26,2019-02,56.53,27.65,0.7
KHFCMB2016S-29,2016-12-26,2019-01,56.52,27.66,0.72
KHFCMB2016S-29,2016-12-26,2018-12,56.52,27.64,0.72
KHFCMB2016S-29,2016-12-26,2018-11,56.53,27.68,0.86
KHFCMB2016S-29,2016-12-26,2018-10,56.48,27.69,1.2
KHFCMB2016S-29,2016-12-26,2018-09,56.47,27.69,0.38
KHFCMB2016S-29,2016-12-26,2018-08,56.42,27.71,0.5
KHFCMB2016S-29,2016-12-26,2018-07,56.41,27.74,0.5
KHFCMB2016S-29,2016-12-26,2018-06,56.38,27.75,0.38
KHFCMB2016S-29,2016-12-26,2018-05,56.37,27.74,0.45
