발행회차,발행일자,기준월,만기전상환율,가중평균발행금리,주택종합 매매가격지수,주택종합 전세가격지수,소비자물가지수,15-64 실업자 수,코스피 월별 종가,예금은행 대출금리,금리차
MBS 2009-05,2009-06-30,2009-07,0.51,0.0,63.611,56.366,84.086,911.0,1557.29,5.29,5.29
MBS 2009-05,2009-06-30,2009-08,0.0,0.0,63.812,56.637,84.384,886.0,1591.85,5.45,5.45
MBS 2009-05,2009-06-30,2009-09,0.0,0.0,64.268,57.444,84.459,809.0,1673.14,5.77,5.77
MBS 2009-05,2009-06-30,2009-10,0.0,0.0,64.512,57.859,84.235,786.0,1580.69,5.9,5.9
MBS 2009-05,2009-06-30,2009-11,0.0,0.0,64.676,58.186,84.384,811.0,1555.6,5.87,5.87
MBS 2009-05,2009-06-30,2009-12,0.28,0.0,64.768,58.336,84.682,821.0,1682.77,5.9,5.9
MBS 2009-05,2009-06-30,2010-01,0.43,0.0,64.851,58.508,85.351,1087.0,1602.43,5.88,5.88
MBS 2009-05,2009-06-30,2010-02,0.4,0.0,65.04,58.872,85.523,1076.0,1594.58,5.75,5.75
MBS 2009-05,2009-06-30,2010-03,0.65,0.0,65.201,59.271,85.696,971.0,1692.85,5.47,5.47
MBS 2009-05,2009-06-30,2010-04,0.54,0.0,65.327,59.643,86.041,914.0,1741.56,5.07,5.07
MBS 2009-05,2009-06-30,2010-05,0.6,0.0,65.358,59.886,86.128,780.0,1641.25,4.78,4.78
MBS 2009-05,2009-06-30,2010-06,0.62,0.0,65.365,60.123,86.041,853.0,1698.29,4.62,4.62
MBS 2009-05,2009-06-30,2010-07,0.43,0.0,65.303,60.282,86.214,903.0,1759.33,4.7,4.7
MBS 2009-05,2009-06-30,2010-08,0.55,0.0,65.271,60.499,86.647,817.0,1742.75,4.81,4.81
MBS 2009-05,2009-06-30,2010-09,0.59,0.0,65.333,60.887,87.337,844.0,1872.81,4.8,4.8
MBS 2009-05,2009-06-30,2010-10,0.59,0.0,65.469,61.397,87.337,821.0,1882.95,4.74,4.74
MBS 2009-05,2009-06-30,2010-11,0.75,0.0,65.721,62.036,86.906,729.0,1904.63,4.65,4.65
MBS 2009-05,2009-06-30,2010-12,0.67,0.0,65.991,62.492,87.251,835.0,2051.0,4.67,4.67
MBS 2009-05,2009-06-30,2011-01,0.53,0.0,66.3,63.026,88.288,889.0,2069.73,4.8,4.8
MBS 2009-05,2009-06-30,2011-02,0.0,0.0,66.83,64.046,88.892,986.0,1939.3,4.86,4.86
MBS 2009-05,2009-06-30,2011-03,1.04,0.0,67.482,65.164,89.238,1014.0,2106.7,4.89,4.89
MBS 2009-05,2009-06-30,2011-04,1.0,0.0,68.037,65.947,89.325,914.0,2192.36,4.88,4.88
MBS 2009-05,2009-06-30,2011-05,0.65,0.0,68.511,66.492,89.497,799.0,2142.47,4.9,4.9
MBS 2009-05,2009-06-30,2011-06,1.01,0.0,68.848,66.926,89.67,821.0,2100.69,4.87,4.87
MBS 2009-05,2009-06-30,2011-07,0.69,0.0,69.129,67.457,90.102,822.0,2133.21,4.9,4.9
MBS 2009-05,2009-06-30,2011-08,0.78,0.0,69.47,68.189,90.707,750.0,1880.11,4.97,4.97
MBS 2009-05,2009-06-30,2011-09,0.73,0.0,69.848,69.135,90.62,740.0,1769.65,5.0,5.0
MBS 2009-05,2009-06-30,2011-10,1.09,0.0,70.126,69.758,90.448,724.0,1909.03,5.01,5.01
MBS 2009-05,2009-06-30,2011-11,0.9,0.0,70.403,70.12,90.534,716.0,1847.51,5.01,5.01
MBS 2009-05,2009-06-30,2011-12,1.17,0.0,70.521,70.181,90.879,739.0,1825.74,4.95,4.95
MBS 2009-05,2009-06-30,2012-01,0.68,0.0,70.631,70.355,91.242,810.0,1955.79,5.06,5.06
MBS 2009-05,2009-06-30,2012-02,0.88,0.0,70.749,70.619,91.588,922.0,2030.25,5.02,5.02
MBS 2009-05,2009-06-30,2012-03,0.8,0.0,70.856,70.951,91.614,895.0,2014.04,5.0,5.0
MBS 2009-05,2009-06-30,2012-04,1.05,0.0,70.932,71.247,91.605,870.0,1981.99,4.94,4.94
MBS 2009-05,2009-06-30,2012-05,0.97,0.0,70.967,71.376,91.769,792.0,1843.47,4.85,4.85
MBS 2009-05,2009-06-30,2012-06,0.53,0.0,70.941,71.462,91.639,806.0,1854.01,4.76,4.76
MBS 2009-05,2009-06-30,2012-07,1.11,0.0,70.861,71.557,91.432,777.0,1881.99,4.64,4.64
MBS 2009-05,2009-06-30,2012-08,1.0,0.0,70.79,71.63,91.855,742.0,1905.12,4.41,4.41
MBS 2009-05,2009-06-30,2012-09,0.9,0.0,70.683,71.868,92.512,736.0,1996.21,4.29,4.29
MBS 2009-05,2009-06-30,2012-10,1.43,0.0,70.603,72.228,92.339,701.0,1912.06,4.23,4.23
MBS 2009-05,2009-06-30,2012-11,1.87,0.0,70.55,72.505,92.011,699.0,1932.9,4.19,4.19
MBS 2009-05,2009-06-30,2012-12,2.16,0.0,70.501,72.654,92.175,719.0,1997.05,4.16,4.16
MBS 2009-05,2009-06-30,2013-01,1.69,0.0,70.462,72.82,92.728,791.0,1961.94,4.17,4.17
MBS 2009-05,2009-06-30,2013-02,0.01,0.0,70.421,73.017,93.038,904.0,2026.49,4.06,4.06
MBS 2009-05,2009-06-30,2013-03,2.71,0.0,70.389,73.337,92.952,854.0,2004.89,3.97,3.97
MBS 2009-05,2009-06-30,2013-04,1.56,0.0,70.391,73.603,92.823,809.0,1963.95,3.86,3.86
MBS 2009-05,2009-06-30,2013-05,2.22,0.0,70.381,73.741,92.823,780.0,2001.05,3.77,3.77
MBS 2009-05,2009-06-30,2013-06,3.27,0.0,70.353,73.907,92.71,789.0,1863.32,3.73,3.73
MBS 2009-05,2009-06-30,2013-07,1.67,0.0,70.351,74.179,92.909,813.0,1914.03,3.77,3.77
MBS 2009-05,2009-06-30,2013-08,1.69,0.0,70.323,74.598,93.238,768.0,1926.36,3.8,3.8
MBS 2009-05,2009-06-30,2013-09,1.59,0.0,70.36,75.2,93.419,709.0,1996.96,3.82,3.82
MBS 2009-05,2009-06-30,2013-10,2.21,0.0,70.503,75.872,93.134,707.0,2030.09,3.81,3.81
MBS 2009-05,2009-06-30,2013-11,2.95,0.0,70.626,76.363,93.116,684.0,2044.87,3.77,3.77
MBS 2009-05,2009-06-30,2013-12,2.45,0.0,70.762,76.805,93.229,751.0,2011.34,3.74,3.74
MBS 2009-05,2009-06-30,2014-01,1.9,0.0,70.842,77.123,93.73,817.0,1941.15,3.75,3.75
MBS 2009-05,2009-06-30,2014-02,2.67,0.0,70.957,77.492,93.98,1036.0,1979.99,3.71,3.71
MBS 2009-05,2009-06-30,2014-03,2.19,0.0,71.157,77.901,94.153,974.0,1985.61,3.69,3.69
MBS 2009-05,2009-06-30,2014-04,2.25,0.0,71.304,78.175,94.214,1006.0,1961.79,3.69,3.69
MBS 2009-05,2009-06-30,2014-05,1.65,0.0,71.351,78.287,94.369,928.0,1994.96,3.63,3.63
MBS 2009-05,2009-06-30,2014-06,1.99,0.0,71.401,78.424,94.248,930.0,2002.21,3.58,3.58
MBS 2009-05,2009-06-30,2014-07,1.48,0.0,71.466,78.564,94.386,893.0,2076.12,3.53,3.53
MBS 2009-05,2009-06-30,2014-08,1.66,0.0,71.562,78.74,94.551,868.0,2068.54,3.5,3.5
MBS 2009-05,2009-06-30,2014-09,1.87,0.0,71.758,79.01,94.49,826.0,2020.09,3.5,3.5
MBS 2009-05,2009-06-30,2014-10,2.16,0.0,71.97,79.269,94.205,831.0,1964.43,3.38,3.38
MBS 2009-05,2009-06-30,2014-11,2.39,0.0,72.116,79.488,94.015,801.0,1980.78,3.3,3.3
MBS 2009-05,2009-06-30,2014-12,3.4,0.0,72.249,79.744,94.006,860.0,1915.59,3.33,3.33
MBS 2009-05,2009-06-30,2015-01,2.19,0.0,72.345,79.955,94.643,903.0,1949.26,3.34,3.34
MBS 2009-05,2009-06-30,2015-02,2.62,0.0,72.509,80.228,94.587,1070.0,1985.8,3.24,3.24
MBS 2009-05,2009-06-30,2015-03,7.53,0.0,72.809,80.703,94.596,1016.0,2041.03,2.97,2.97
MBS 2009-05,2009-06-30,2015-04,7.87,0.0,73.169,81.199,94.625,1010.0,2127.17,2.81,2.81
MBS 2009-05,2009-06-30,2015-05,2.58,0.0,73.441,81.538,94.89,984.0,2114.8,3.06,3.06
MBS 2009-05,2009-06-30,2015-06,2.36,0.0,73.778,81.977,94.909,1012.0,2074.2,3.01,3.01
MBS 2009-05,2009-06-30,2015-07,2.19,0.0,74.092,82.395,95.08,962.0,2030.16,2.96,2.96
MBS 2009-05,2009-06-30,2015-08,2.47,0.0,74.381,82.756,95.213,897.0,1941.49,2.94,2.94
MBS 2009-05,2009-06-30,2015-09,1.86,0.0,74.731,83.214,94.966,836.0,1962.81,2.92,2.92
MBS 2009-05,2009-06-30,2015-10,1.36,0.0,74.984,83.55,94.966,804.0,2029.47,2.9,2.9
MBS 2009-05,2009-06-30,2015-11,1.71,0.0,75.304,83.964,94.786,801.0,1991.97,3.04,3.04
MBS 2009-05,2009-06-30,2015-12,2.0,0.0,75.441,84.181,95.07,836.0,1961.31,3.12,3.12
MBS 2009-05,2009-06-30,2016-01,0.62,0.0,75.504,84.343,95.232,913.0,1912.06,3.1,3.1
MBS 2009-05,2009-06-30,2016-02,2.03,0.0,75.558,84.5,95.64,1153.0,1916.66,2.99,2.99
MBS 2009-05,2009-06-30,2016-03,1.77,0.0,75.584,84.625,95.393,1111.0,1995.85,2.97,2.97
MBS 2009-05,2009-06-30,2016-04,1.76,0.0,75.615,84.718,95.573,1041.0,1994.15,2.93,2.93
MBS 2009-05,2009-06-30,2016-05,1.02,0.0,75.665,84.814,95.63,967.0,1983.4,2.89,2.89
MBS 2009-05,2009-06-30,2016-06,2.05,0.0,75.734,84.895,95.611,972.0,1970.35,2.77,2.77
MBS 2009-05,2009-06-30,2016-07,1.99,0.0,75.832,84.981,95.431,941.0,2016.19,2.66,2.66
MBS 2009-05,2009-06-30,2016-08,2.74,0.0,75.927,85.061,95.677,949.0,2034.65,2.7,2.7
MBS 2009-05,2009-06-30,2016-09,1.42,0.0,76.031,85.145,96.247,944.0,2043.63,2.8,2.8
MBS 2009-05,2009-06-30,2016-10,2.03,0.0,76.215,85.296,96.379,886.0,2008.19,2.89,2.89
MBS 2009-05,2009-06-30,2016-11,1.5,0.0,76.407,85.456,96.237,821.0,1983.48,3.04,3.04
MBS 2009-05,2009-06-30,2016-12,0.9,0.0,76.463,85.514,96.342,830.0,2026.46,3.13,3.13
MBS 2009-05,2009-06-30,2017-01,2.0,0.0,76.481,85.544,97.366,908.0,2067.57,3.16,3.16
MBS 2009-05,2009-06-30,2017-02,1.46,0.0,76.489,85.564,97.632,1138.0,2091.64,3.19,3.19
MBS 2009-05,2009-06-30,2017-03,2.13,0.0,76.509,85.583,97.565,1077.0,2160.23,3.21,3.21
MBS 2009-05,2009-06-30,2017-04,1.41,0.0,76.538,85.6,97.442,1124.0,2205.44,3.21,3.21
MBS 2009-05,2009-06-30,2017-05,0.31,0.0,76.578,85.623,97.546,950.0,2347.38,3.26,3.26
MBS 2009-05,2009-06-30,2017-06,1.27,0.0,76.711,85.68,97.338,1009.0,2391.79,3.22,3.22
MBS 2009-05,2009-06-30,2017-07,1.33,0.0,76.891,85.745,97.499,918.0,2402.71,3.28,3.28
MBS 2009-05,2009-06-30,2017-08,1.02,0.0,77.074,85.796,98.058,956.0,2363.19,3.28,3.28
MBS 2009-05,2009-06-30,2017-09,1.89,0.0,77.139,85.832,98.172,895.0,2394.47,3.24,3.24
MBS 2009-05,2009-06-30,2017-10,1.94,0.0,77.226,85.878,98.077,852.0,2523.43,3.33,3.33
MBS 2009-05,2009-06-30,2017-11,1.34,0.0,77.332,85.896,97.347,833.0,2476.37,3.39,3.39
MBS 2009-05,2009-06-30,2017-12,0.8,0.0,77.411,85.906,97.698,869.0,2467.49,3.42,3.42
MBS 2009-05,2009-06-30,2018-01,1.19,0.0,77.556,85.92,98.106,908.0,2566.46,3.47,3.47
MBS 2009-05,2009-06-30,2018-02,0.57,0.0,77.723,85.93,98.855,1015.0,2427.36,3.46,3.46
MBS 2009-05,2009-06-30,2018-03,0.81,0.0,77.917,85.922,98.751,1169.0,2445.85,3.45,3.45
MBS 2009-05,2009-06-30,2018-04,0.27,0.0,78.049,85.904,98.931,1109.0,2515.38,3.47,3.47
MBS 2009-05,2009-06-30,2018-05,2.06,0.0,78.127,85.857,98.979,1078.0,2423.01,3.49,3.49
MBS 2009-05,2009-06-30,2018-06,0.87,0.0,78.203,85.808,98.779,988.0,2326.13,3.46,3.46
MBS 2009-05,2009-06-30,2018-07,1.39,0.0,78.293,85.773,98.59,1001.0,2295.26,3.44,3.44
MBS 2009-05,2009-06-30,2018-08,0.85,0.0,78.46,85.762,99.462,1094.0,2322.88,3.36,3.36
MBS 2009-05,2009-06-30,2018-09,1.38,0.0,79.232,85.903,100.221,980.0,2343.07,3.29,3.29
MBS 2009-05,2009-06-30,2018-10,1.61,0.0,79.677,85.989,100.041,931.0,2029.69,3.31,3.31
MBS 2009-05,2009-06-30,2018-11,0.54,0.0,79.799,86.019,99.33,869.0,2096.86,3.28,3.28
MBS 2009-05,2009-06-30,2018-12,1.19,0.0,79.861,86.01,98.988,899.0,2041.04,3.19,3.19
MBS 2009-05,2009-06-30,2019-01,0.73,0.0,79.877,85.98,98.884,1002.0,2204.85,3.12,3.12
MBS 2009-05,2009-06-30,2019-02,0.49,0.0,79.824,85.844,99.311,1099.0,2195.44,3.08,3.08
MBS 2009-05,2009-06-30,2019-03,0.9,0.0,79.74,85.702,99.121,1132.0,2140.67,3.04,3.04
MBS 2009-05,2009-06-30,2019-04,0.8,0.0,79.63,85.564,99.481,1186.0,2203.59,2.98,2.98
MBS 2009-05,2009-06-30,2019-05,0.71,0.0,79.577,85.487,99.652,1082.0,2041.74,2.93,2.93
MBS 2009-05,2009-06-30,2019-06,0.98,0.0,79.508,85.401,99.491,1071.0,2130.62,2.74,2.74
MBS 2009-05,2009-06-30,2019-07,1.06,0.0,79.502,85.346,99.187,1046.0,2024.55,2.64,2.64
MBS 2009-05,2009-06-30,2019-08,2.12,0.0,79.546,85.342,99.425,817.0,1967.79,2.47,2.47
MBS 2009-05,2009-06-30,2019-09,1.48,0.0,79.589,85.331,99.794,842.0,2063.05,2.51,2.51
MBS 2009-05,2009-06-30,2019-10,1.08,0.0,79.664,85.378,100.041,826.0,2083.48,2.5,2.5
MBS 2009-05,2009-06-30,2019-11,0.56,0.0,79.776,85.442,99.481,826.0,2087.96,2.45,2.45
MBS 2009-05,2009-06-30,2019-12,0.58,0.0,80.054,85.576,99.719,817.0,2197.67,2.45,2.45
MBS 2009-05,2009-06-30,2020-01,2.02,0.0,80.337,85.717,100.09,898.0,2119.01,2.51,2.51
MBS 2009-05,2009-06-30,2020-02,2.53,0.0,80.634,85.869,100.16,1008.0,1987.01,2.52,2.52
MBS 2009-05,2009-06-30,2020-03,1.17,0.0,81.084,86.019,99.94,1062.0,1754.64,2.48,2.48
MBS 2009-05,2009-06-30,2020-04,1.76,0.0,81.27,86.086,99.5,1065.0,1947.56,2.58,2.58
MBS 2009-05,2009-06-30,2020-05,0.5,0.0,81.382,86.14,99.44,1178.0,2029.6,2.52,2.52
MBS 2009-05,2009-06-30,2020-06,1.46,0.0,81.776,86.374,99.71,1148.0,2108.33,2.49,2.49
MBS 2009-05,2009-06-30,2020-07,0.76,0.0,82.495,86.752,99.63,1062.0,2249.37,2.45,2.45
MBS 2009-05,2009-06-30,2020-08,1.83,0.0,83.137,87.207,100.19,818.0,2326.17,2.39,2.39
MBS 2009-05,2009-06-30,2020-09,0.46,0.0,83.798,87.962,100.74,954.0,2327.89,2.44,2.44
MBS 2009-05,2009-06-30,2020-10,0.54,0.0,84.359,88.689,100.18,979.0,2267.15,2.47,2.47
MBS 2009-05,2009-06-30,2020-11,0.26,0.0,85.568,90.181,100.09,923.0,2591.34,2.56,2.56
MBS 2009-05,2009-06-30,2020-12,0.14,0.0,86.735,91.176,100.33,943.0,2873.47,2.59,2.59
MBS 2009-05,2009-06-30,2021-01,0.48,0.0,87.767,91.934,101.04,1149.0,2976.21,2.63,2.63
MBS 2009-05,2009-06-30,2021-02,0.45,0.0,88.962,92.627,101.58,1177.0,3012.95,2.66,2.66
MBS 2009-05,2009-06-30,2021-03,2.48,0.0,90.135,93.273,101.84,1129.0,3061.42,2.73,2.73
MBS 2009-05,2009-06-30,2021-04,0.3,0.0,91.091,93.835,101.98,1068.0,3147.86,2.73,2.73
MBS 2009-05,2009-06-30,2021-05,0.3267,0.0,91.964,94.372,102.05,1066.0,3203.92,2.69,2.69
MBS 2009-05,2009-06-30,2021-06,0.7634,0.0,93.169,95.202,102.05,1021.0,3296.68,2.74,2.74
MBS 2009-05,2009-06-30,2021-07,1.4805,0.0,94.256,96.053,102.26,860.0,3202.32,2.81,2.81
MBS 2009-05,2009-06-30,2021-08,0.3038,0.0,95.666,97.04,102.75,706.0,3199.27,2.88,2.88
MBS 2009-05,2009-06-30,2021-09,1.6909,0.0,97.123,97.976,103.17,711.0,3068.82,3.01,3.01
MBS 2009-05,2009-06-30,2021-10,38.0177,0.0,98.14,98.579,103.35,736.0,2970.68,3.26,3.26
MBS 2009-05,2009-06-30,2021-11,0.0,0.0,99.224,99.301,103.87,694.0,2839.01,3.51,3.51
MBS 2009-05,2009-06-30,2021-12,0.0,0.0,99.72,99.728,104.04,697.0,2977.65,3.63,3.63
MBS 2009-05,2009-06-30,2022-01,0.0,0.0,100.0,100.0,104.69,780.0,2663.34,3.85,3.85
MBS 2009-05,2009-06-30,2022-02,0.0,0.0,100.207,100.197,105.3,800.0,2699.18,3.88,3.88
MBS 2009-05,2009-06-30,2022-03,0.0,0.0,100.306,100.337,106.06,798.0,2757.65,3.84,3.84
MBS 2009-05,2009-06-30,2022-04,0.0,0.0,100.517,100.543,106.85,813.0,2695.05,3.9,3.9
MBS 2009-05,2009-06-30,2022-05,0.0,0.0,100.768,100.814,107.56,830.0,2685.9,3.9,3.9
MBS 2009-05,2009-06-30,2022-06,0.0,0.0,100.869,100.912,108.22,824.0,2332.64,4.04,4.04
MBS 2009-06,2009-07-07,2009-07,2.3,5.51,63.611,56.366,84.086,911.0,1557.29,5.29,-0.21999999999999975
MBS 2009-06,2009-07-07,2009-08,2.23,5.51,63.812,56.637,84.384,886.0,1591.85,5.45,-0.05999999999999961
MBS 2009-06,2009-07-07,2009-09,1.81,5.51,64.268,57.444,84.459,809.0,1673.14,5.77,0.2599999999999998
MBS 2009-06,2009-07-07,2009-10,1.42,5.51,64.512,57.859,84.235,786.0,1580.69,5.9,0.39000000000000057
MBS 2009-06,2009-07-07,2009-11,1.4,5.51,64.676,58.186,84.384,811.0,1555.6,5.87,0.3600000000000003
MBS 2009-06,2009-07-07,2009-12,1.48,5.51,64.768,58.336,84.682,821.0,1682.77,5.9,0.39000000000000057
MBS 2009-06,2009-07-07,2010-01,1.06,5.51,64.851,58.508,85.351,1087.0,1602.43,5.88,0.3700000000000001
MBS 2009-06,2009-07-07,2010-02,1.3,5.51,65.04,58.872,85.523,1076.0,1594.58,5.75,0.2400000000000002
MBS 2009-06,2009-07-07,2010-03,1.29,5.51,65.201,59.271,85.696,971.0,1692.85,5.47,-0.040000000000000036
MBS 2009-06,2009-07-07,2010-04,2.97,5.51,65.327,59.643,86.041,914.0,1741.56,5.07,-0.4399999999999995
MBS 2009-06,2009-07-07,2010-05,4.45,5.51,65.358,59.886,86.128,780.0,1641.25,4.78,-0.7299999999999995
MBS 2009-06,2009-07-07,2010-06,4.75,5.51,65.365,60.123,86.041,853.0,1698.29,4.62,-0.8899999999999997
MBS 2009-06,2009-07-07,2010-07,6.16,5.51,65.303,60.282,86.214,903.0,1759.33,4.7,-0.8099999999999996
MBS 2009-06,2009-07-07,2010-08,4.06,5.51,65.271,60.499,86.647,817.0,1742.75,4.81,-0.7000000000000002
MBS 2009-06,2009-07-07,2010-09,4.23,5.51,65.333,60.887,87.337,844.0,1872.81,4.8,-0.71
MBS 2009-06,2009-07-07,2010-10,4.42,5.51,65.469,61.397,87.337,821.0,1882.95,4.74,-0.7699999999999996
MBS 2009-06,2009-07-07,2010-11,5.6,5.51,65.721,62.036,86.906,729.0,1904.63,4.65,-0.8599999999999994
MBS 2009-06,2009-07-07,2010-12,3.68,5.51,65.991,62.492,87.251,835.0,2051.0,4.67,-0.8399999999999999
MBS 2009-06,2009-07-07,2011-01,2.52,5.51,66.3,63.026,88.288,889.0,2069.73,4.8,-0.71
MBS 2009-06,2009-07-07,2011-02,2.83,5.51,66.83,64.046,88.892,986.0,1939.3,4.86,-0.6499999999999995
MBS 2009-06,2009-07-07,2011-03,3.47,5.51,67.482,65.164,89.238,1014.0,2106.7,4.89,-0.6200000000000001
MBS 2009-06,2009-07-07,2011-04,3.95,5.51,68.037,65.947,89.325,914.0,2192.36,4.88,-0.6299999999999999
MBS 2009-06,2009-07-07,2011-05,5.21,5.51,68.511,66.492,89.497,799.0,2142.47,4.9,-0.6099999999999994
MBS 2009-06,2009-07-07,2011-06,6.93,5.51,68.848,66.926,89.67,821.0,2100.69,4.87,-0.6399999999999997
MBS 2009-06,2009-07-07,2011-07,5.43,5.51,69.129,67.457,90.102,822.0,2133.21,4.9,-0.6099999999999994
MBS 2009-06,2009-07-07,2011-08,0.0,5.51,69.47,68.189,90.707,750.0,1880.11,4.97,-0.54
MBS 2009-06,2009-07-07,2011-09,4.12,5.51,69.848,69.135,90.62,740.0,1769.65,5.0,-0.5099999999999998
MBS 2009-06,2009-07-07,2011-10,4.38,5.51,70.126,69.758,90.448,724.0,1909.03,5.01,-0.5
MBS 2009-06,2009-07-07,2011-11,3.57,5.51,70.403,70.12,90.534,716.0,1847.51,5.01,-0.5
MBS 2009-06,2009-07-07,2011-12,4.12,5.51,70.521,70.181,90.879,739.0,1825.74,4.95,-0.5599999999999996
MBS 2009-06,2009-07-07,2012-01,2.54,5.51,70.631,70.355,91.242,810.0,1955.79,5.06,-0.4500000000000002
MBS 2009-06,2009-07-07,2012-02,4.1,5.51,70.749,70.619,91.588,922.0,2030.25,5.02,-0.4900000000000002
MBS 2009-06,2009-07-07,2012-03,4.27,5.51,70.856,70.951,91.614,895.0,2014.04,5.0,-0.5099999999999998
MBS 2009-06,2009-07-07,2012-04,4.87,5.51,70.932,71.247,91.605,870.0,1981.99,4.94,-0.5699999999999994
MBS 2009-06,2009-07-07,2012-05,4.72,5.51,70.967,71.376,91.769,792.0,1843.47,4.85,-0.6600000000000001
MBS 2009-06,2009-07-07,2012-06,5.06,5.51,70.941,71.462,91.639,806.0,1854.01,4.76,-0.75
MBS 2009-06,2009-07-07,2012-07,4.3,5.51,70.861,71.557,91.432,777.0,1881.99,4.64,-0.8700000000000001
MBS 2009-06,2009-07-07,2012-08,5.83,5.51,70.79,71.63,91.855,742.0,1905.12,4.41,-1.0999999999999996
MBS 2009-06,2009-07-07,2012-09,5.97,5.51,70.683,71.868,92.512,736.0,1996.21,4.29,-1.2199999999999998
MBS 2009-06,2009-07-07,2012-10,6.35,5.51,70.603,72.228,92.339,701.0,1912.06,4.23,-1.2799999999999994
MBS 2009-06,2009-07-07,2012-11,5.41,5.51,70.55,72.505,92.011,699.0,1932.9,4.19,-1.3199999999999994
MBS 2009-06,2009-07-07,2012-12,4.61,5.51,70.501,72.654,92.175,719.0,1997.05,4.16,-1.3499999999999996
MBS 2009-06,2009-07-07,2013-01,2.96,5.51,70.462,72.82,92.728,791.0,1961.94,4.17,-1.3399999999999999
MBS 2009-06,2009-07-07,2013-02,0.05,5.51,70.421,73.017,93.038,904.0,2026.49,4.06,-1.4500000000000002
MBS 2009-06,2009-07-07,2013-03,5.15,5.51,70.389,73.337,92.952,854.0,2004.89,3.97,-1.5399999999999996
MBS 2009-06,2009-07-07,2013-04,5.93,5.51,70.391,73.603,92.823,809.0,1963.95,3.86,-1.65
MBS 2009-06,2009-07-07,2013-05,9.31,5.51,70.381,73.741,92.823,780.0,2001.05,3.77,-1.7399999999999998
MBS 2009-06,2009-07-07,2013-06,9.49,5.51,70.353,73.907,92.71,789.0,1863.32,3.73,-1.7799999999999998
MBS 2009-06,2009-07-07,2013-07,8.17,5.51,70.351,74.179,92.909,813.0,1914.03,3.77,-1.7399999999999998
MBS 2009-06,2009-07-07,2013-08,7.49,5.51,70.323,74.598,93.238,768.0,1926.36,3.8,-1.71
MBS 2009-06,2009-07-07,2013-09,5.91,5.51,70.36,75.2,93.419,709.0,1996.96,3.82,-1.69
MBS 2009-06,2009-07-07,2013-10,8.51,5.51,70.503,75.872,93.134,707.0,2030.09,3.81,-1.6999999999999997
MBS 2009-06,2009-07-07,2013-11,6.01,5.51,70.626,76.363,93.116,684.0,2044.87,3.77,-1.7399999999999998
MBS 2009-06,2009-07-07,2013-12,3.51,5.51,70.762,76.805,93.229,751.0,2011.34,3.74,-1.7699999999999996
MBS 2009-06,2009-07-07,2014-01,4.65,5.51,70.842,77.123,93.73,817.0,1941.15,3.75,-1.7599999999999998
MBS 2009-06,2009-07-07,2014-02,5.55,5.51,70.957,77.492,93.98,1036.0,1979.99,3.71,-1.7999999999999998
MBS 2009-06,2009-07-07,2014-03,2.45,5.51,71.157,77.901,94.153,974.0,1985.61,3.69,-1.8199999999999998
MBS 2009-06,2009-07-07,2014-04,5.61,5.51,71.304,78.175,94.214,1006.0,1961.79,3.69,-1.8199999999999998
MBS 2009-06,2009-07-07,2014-05,3.41,5.51,71.351,78.287,94.369,928.0,1994.96,3.63,-1.88
MBS 2009-06,2009-07-07,2014-06,3.57,5.51,71.401,78.424,94.248,930.0,2002.21,3.58,-1.9299999999999997
MBS 2009-06,2009-07-07,2014-07,8.52,5.51,71.466,78.564,94.386,893.0,2076.12,3.53,-1.98
MBS 2009-06,2009-07-07,2014-08,6.02,5.51,71.562,78.74,94.551,868.0,2068.54,3.5,-2.01
MBS 2009-06,2009-07-07,2014-09,4.73,5.51,71.758,79.01,94.49,826.0,2020.09,3.5,-2.01
MBS 2009-06,2009-07-07,2014-10,8.23,5.51,71.97,79.269,94.205,831.0,1964.43,3.38,-2.13
MBS 2009-06,2009-07-07,2014-11,10.66,5.51,72.116,79.488,94.015,801.0,1980.78,3.3,-2.21
MBS 2009-06,2009-07-07,2014-12,5.24,5.51,72.249,79.744,94.006,860.0,1915.59,3.33,-2.1799999999999997
MBS 2009-06,2009-07-07,2015-01,3.01,5.51,72.345,79.955,94.643,903.0,1949.26,3.34,-2.17
MBS 2009-06,2009-07-07,2015-02,3.89,5.51,72.509,80.228,94.587,1070.0,1985.8,3.24,-2.2699999999999996
MBS 2009-06,2009-07-07,2015-03,10.78,5.51,72.809,80.703,94.596,1016.0,2041.03,2.97,-2.5399999999999996
MBS 2009-06,2009-07-07,2015-04,11.57,5.51,73.169,81.199,94.625,1010.0,2127.17,2.81,-2.6999999999999997
MBS 2009-06,2009-07-07,2015-05,3.24,5.51,73.441,81.538,94.89,984.0,2114.8,3.06,-2.4499999999999997
MBS 2009-06,2009-07-07,2015-06,8.94,5.51,73.778,81.977,94.909,1012.0,2074.2,3.01,-2.5
MBS 2009-06,2009-07-07,2015-07,3.9,5.51,74.092,82.395,95.08,962.0,2030.16,2.96,-2.55
MBS 2009-06,2009-07-07,2015-08,3.8,5.51,74.381,82.756,95.213,897.0,1941.49,2.94,-2.57
MBS 2009-06,2009-07-07,2015-09,5.43,5.51,74.731,83.214,94.966,836.0,1962.81,2.92,-2.59
MBS 2009-06,2009-07-07,2015-10,4.91,5.51,74.984,83.55,94.966,804.0,2029.47,2.9,-2.61
