,발행회차,기준월,만기전상환율,발행일자_y,가중평균발행금리
13179,MBS 2011-20,2012-09,1.47,2011-12-29,0
13180,MBS 2011-20,2012-10,2.28,2011-12-29,0
13181,MBS 2011-20,2012-11,2.94,2011-12-29,0
13182,MBS 2011-20,2012-12,2.3,2011-12-29,0
13183,MBS 2011-20,2013-01,2.06,2011-12-29,0
13184,MBS 2011-20,2013-02,0.02,2011-12-29,0
13185,MBS 2011-20,2013-03,2.95,2011-12-29,0
13186,MBS 2011-20,2013-04,3.92,2011-12-29,0
13187,MBS 2011-20,2013-05,2.88,2011-12-29,0
13188,MBS 2011-20,2013-06,4.17,2011-12-29,0
13189,MBS 2011-20,2013-07,2.47,2011-12-29,0
13190,MBS 2011-20,2013-08,2.14,2011-12-29,0
13191,MBS 2011-20,2013-09,1.76,2011-12-29,0
13192,MBS 2011-20,2013-10,3.88,2011-12-29,0
13193,MBS 2011-20,2013-11,2.19,2011-12-29,0
13194,MBS 2011-20,2013-12,2.91,2011-12-29,0
13195,MBS 2011-20,2014-01,2.19,2011-12-29,0
13196,MBS 2011-20,2014-02,2.46,2011-12-29,0
13197,MBS 2011-20,2014-03,2.55,2011-12-29,0
13198,MBS 2011-20,2014-04,1.84,2011-12-29,0
13199,MBS 2011-20,2014-05,2.46,2011-12-29,0
13200,MBS 2011-20,2014-06,2.12,2011-12-29,0
13201,MBS 2011-20,2014-07,2.19,2011-12-29,0
13202,MBS 2011-20,2014-08,3.51,2011-12-29,0
13203,MBS 2011-20,2014-09,3.24,2011-12-29,0
13204,MBS 2011-20,2014-10,9.37,2011-12-29,0
13205,MBS 2011-20,2014-11,12.41,2011-12-29,0
13206,MBS 2011-20,2014-12,8.56,2011-12-29,0
13207,MBS 2011-20,2015-01,3.94,2011-12-29,0
13208,MBS 2011-20,2015-02,4.58,2011-12-29,0
13209,MBS 2011-20,2015-03,6.38,2011-12-29,0
13210,MBS 2011-20,2015-04,8.63,2011-12-29,0
13211,MBS 2011-20,2015-05,5.78,2011-12-29,0
13212,MBS 2011-20,2015-06,5.7,2011-12-29,0
13213,MBS 2011-20,2015-07,6.2,2011-12-29,0
13214,MBS 2011-20,2015-08,4.58,2011-12-29,0
13215,MBS 2011-20,2015-09,3.31,2011-12-29,0
13216,MBS 2011-20,2015-10,4.9,2011-12-29,0
13217,MBS 2011-20,2015-11,4.24,2011-12-29,0
13218,MBS 2011-20,2015-12,3.25,2011-12-29,0
13219,MBS 2011-20,2016-01,2.01,2011-12-29,0
13220,MBS 2011-20,2016-02,2.79,2011-12-29,0
13221,MBS 2011-20,2016-03,2.66,2011-12-29,0
13222,MBS 2011-20,2016-04,1.68,2011-12-29,0
13223,MBS 2011-20,2016-05,1.86,2011-12-29,0
13224,MBS 2011-20,2016-06,2.08,2011-12-29,0
13225,MBS 2011-20,2016-07,2.23,2011-12-29,0
13226,MBS 2011-20,2016-08,2.38,2011-12-29,0
13227,MBS 2011-20,2016-09,2.24,2011-12-29,0
13228,MBS 2011-20,2016-10,1.53,2011-12-29,0
13229,MBS 2011-20,2016-11,2.92,2011-12-29,0
13230,MBS 2011-20,2016-12,2.67,2011-12-29,0
13231,MBS 2011-20,2017-01,2.3,2011-12-29,0
13232,MBS 2011-20,2017-02,2.55,2011-12-29,0
13233,MBS 2011-20,2017-03,1.23,2011-12-29,0
13234,MBS 2011-20,2017-04,1.77,2011-12-29,0
13235,MBS 2011-20,2017-05,1.67,2011-12-29,0
13236,MBS 2011-20,2017-06,1.52,2011-12-29,0
13237,MBS 2011-20,2017-07,1.57,2011-12-29,0
13238,MBS 2011-20,2017-08,3.64,2011-12-29,0
13239,MBS 2011-20,2017-09,1.24,2011-12-29,0
13240,MBS 2011-20,2017-10,0.87,2011-12-29,0
13241,MBS 2011-20,2017-11,1.65,2011-12-29,0
13242,MBS 2011-20,2017-12,0.91,2011-12-29,0
13243,MBS 2011-20,2018-01,1.01,2011-12-29,0
13244,MBS 2011-20,2018-02,0.61,2011-12-29,0
13245,MBS 2011-20,2018-03,1.84,2011-12-29,0
13246,MBS 2011-20,2018-04,1.05,2011-12-29,0
13247,MBS 2011-20,2018-05,0.61,2011-12-29,0
13248,MBS 2011-20,2018-06,0.19,2011-12-29,0
13249,MBS 2011-20,2018-07,0.37,2011-12-29,0
13250,MBS 2011-20,2018-08,3.02,2011-12-29,0
13251,MBS 2011-20,2018-09,1.33,2011-12-29,0
13252,MBS 2011-20,2018-10,1.01,2011-12-29,0
13253,MBS 2011-20,2018-11,1.03,2011-12-29,0
13254,MBS 2011-20,2018-12,0.71,2011-12-29,0
13255,MBS 2011-20,2019-01,1.29,2011-12-29,0
13256,MBS 2011-20,2019-02,0.0,2011-12-29,0
13257,MBS 2011-20,2019-03,0.44,2011-12-29,0
13258,MBS 2011-20,2019-04,0.92,2011-12-29,0
13259,MBS 2011-20,2019-05,0.5,2011-12-29,0
13260,MBS 2011-20,2019-06,0.9,2011-12-29,0
13261,MBS 2011-20,2019-07,0.93,2011-12-29,0
13262,MBS 2011-20,2019-08,1.64,2011-12-29,0
13263,MBS 2011-20,2019-09,0.36,2011-12-29,0
13264,MBS 2011-20,2019-10,1.05,2011-12-29,0
13265,MBS 2011-20,2019-11,1.51,2011-12-29,0
13266,MBS 2011-20,2019-12,3.17,2011-12-29,0
13267,MBS 2011-20,2020-01,3.71,2011-12-29,0
13268,MBS 2011-20,2020-02,3.58,2011-12-29,0
13269,MBS 2011-20,2020-03,2.31,2011-12-29,0
13270,MBS 2011-20,2020-04,1.75,2011-12-29,0
13271,MBS 2011-20,2020-05,1.6,2011-12-29,0
13272,MBS 2011-20,2020-06,1.44,2011-12-29,0
13273,MBS 2011-20,2020-07,0.81,2011-12-29,0
13274,MBS 2011-20,2020-08,2.17,2011-12-29,0
13275,MBS 2011-20,2020-09,1.28,2011-12-29,0
13276,MBS 2011-20,2020-10,1.12,2011-12-29,0
13277,MBS 2011-20,2020-11,0.58,2011-12-29,0
13278,MBS 2011-20,2020-12,0.9,2011-12-29,0
13279,MBS 2011-20,2021-01,2.06,2011-12-29,0
13280,MBS 2011-20,2021-02,0.2,2011-12-29,0
13281,MBS 2011-20,2021-03,1.68,2011-12-29,0
13282,MBS 2011-20,2021-04,1.51,2011-12-29,0
13283,MBS 2011-20,2021-05,0.5425,2011-12-29,0
13284,MBS 2011-20,2021-06,0.8804,2011-12-29,0
13285,MBS 2011-20,2021-07,0.6123,2011-12-29,0
13286,MBS 2011-20,2021-08,1.0143,2011-12-29,0
13287,MBS 2011-20,2021-09,1.3682,2011-12-29,0
13288,MBS 2011-20,2021-10,0.3945,2011-12-29,0
13289,MBS 2011-20,2021-11,0.5714,2011-12-29,0
13290,MBS 2011-20,2021-12,0.8614,2011-12-29,0
13291,MBS 2011-20,2022-01,0.6212,2011-12-29,0
13292,MBS 2011-20,2022-02,0.526,2011-12-29,0
13293,MBS 2011-20,2022-03,0.4861,2011-12-29,0
13294,MBS 2011-20,2022-04,1.8612,2011-12-29,0
13295,MBS 2011-20,2022-05,0.441,2011-12-29,0
13296,MBS 2011-20,2022-06,0.5799,2011-12-29,0
13297,MBS 2011-21,2011-12,0.29,2011-12-23,4.05
13298,MBS 2011-21,2012-01,0.41,2011-12-23,4.05
13299,MBS 2011-21,2012-02,0.54,2011-12-23,4.05
13300,MBS 2011-21,2012-03,0.8,2011-12-23,4.05
13301,MBS 2011-21,2012-04,0.49,2011-12-23,4.05
13302,MBS 2011-21,2012-05,0.88,2011-12-23,4.05
13303,MBS 2011-21,2012-06,0.65,2011-12-23,4.05
13304,MBS 2011-21,2012-07,0.93,2011-12-23,4.05
13305,MBS 2011-21,2012-08,0.83,2011-12-23,4.05
13306,MBS 2011-21,2012-09,1.14,2011-12-23,4.05
13307,MBS 2011-21,2012-10,1.53,2011-12-23,4.05
13308,MBS 2011-21,2012-11,2.8,2011-12-23,4.05
13309,MBS 2011-21,2012-12,2.63,2011-12-23,4.05
13310,MBS 2011-21,2013-01,2.12,2011-12-23,4.05
13311,MBS 2011-21,2013-02,0.03,2011-12-23,4.05
13312,MBS 2011-21,2013-03,3.0,2011-12-23,4.05
13313,MBS 2011-21,2013-04,3.59,2011-12-23,4.05
13314,MBS 2011-21,2013-05,3.22,2011-12-23,4.05
13315,MBS 2011-21,2013-06,4.14,2011-12-23,4.05
13316,MBS 2011-21,2013-07,3.41,2011-12-23,4.05
13317,MBS 2011-21,2013-08,2.23,2011-12-23,4.05
13318,MBS 2011-21,2013-09,2.87,2011-12-23,4.05
13319,MBS 2011-21,2013-10,2.69,2011-12-23,4.05
13320,MBS 2011-21,2013-11,3.14,2011-12-23,4.05
13321,MBS 2011-21,2013-12,3.34,2011-12-23,4.05
13322,MBS 2011-21,2014-01,2.3,2011-12-23,4.05
13323,MBS 2011-21,2014-02,2.39,2011-12-23,4.05
13324,MBS 2011-21,2014-03,2.59,2011-12-23,4.05
13325,MBS 2011-21,2014-04,2.25,2011-12-23,4.05
13326,MBS 2011-21,2014-05,2.45,2011-12-23,4.05
13327,MBS 2011-21,2014-06,2.13,2011-12-23,4.05
13328,MBS 2011-21,2014-07,2.86,2011-12-23,4.05
13329,MBS 2011-21,2014-08,3.87,2011-12-23,4.05
13330,MBS 2011-21,2014-09,3.01,2011-12-23,4.05
13331,MBS 2011-21,2014-10,6.03,2011-12-23,4.05
13332,MBS 2011-21,2014-11,10.3,2011-12-23,4.05
13333,MBS 2011-21,2014-12,7.85,2011-12-23,4.05
13334,MBS 2011-21,2015-01,4.8,2011-12-23,4.05
13335,MBS 2011-21,2015-02,6.27,2011-12-23,4.05
13336,MBS 2011-21,2015-03,7.48,2011-12-23,4.05
13337,MBS 2011-21,2015-04,12.59,2011-12-23,4.05
13338,MBS 2011-21,2015-05,7.86,2011-12-23,4.05
13339,MBS 2011-21,2015-06,7.04,2011-12-23,4.05
13340,MBS 2011-21,2015-07,6.38,2011-12-23,4.05
13341,MBS 2011-21,2015-08,4.94,2011-12-23,4.05
13342,MBS 2011-21,2015-09,5.7,2011-12-23,4.05
13343,MBS 2011-21,2015-10,4.53,2011-12-23,4.05
13344,MBS 2011-21,2015-11,6.42,2011-12-23,4.05
13345,MBS 2011-21,2015-12,3.8,2011-12-23,4.05
13346,MBS 2011-21,2016-01,3.01,2011-12-23,4.05
13347,MBS 2011-21,2016-02,2.58,2011-12-23,4.05
13348,MBS 2011-21,2016-03,4.3,2011-12-23,4.05
13349,MBS 2011-21,2016-04,4.04,2011-12-23,4.05
13350,MBS 2011-21,2016-05,4.73,2011-12-23,4.05
13351,MBS 2011-21,2016-06,3.83,2011-12-23,4.05
13352,MBS 2011-21,2016-07,3.68,2011-12-23,4.05
13353,MBS 2011-21,2016-08,3.54,2011-12-23,4.05
13354,MBS 2011-21,2016-09,3.19,2011-12-23,4.05
13355,MBS 2011-21,2016-10,5.36,2011-12-23,4.05
13356,MBS 2011-21,2016-11,9.86,2011-12-23,4.05
13357,MBS 2011-21,2016-12,2.09,2011-12-23,4.05
13358,MBS 2011-21,2017-01,3.57,2011-12-23,4.05
13359,MBS 2011-21,2017-02,3.34,2011-12-23,4.05
13360,MBS 2011-21,2017-03,3.8,2011-12-23,4.05
13361,MBS 2011-21,2017-04,4.55,2011-12-23,4.05
13362,MBS 2011-21,2017-05,3.02,2011-12-23,4.05
13363,MBS 2011-21,2017-06,6.12,2011-12-23,4.05
13364,MBS 2011-21,2017-07,4.12,2011-12-23,4.05
13365,MBS 2011-21,2017-08,2.07,2011-12-23,4.05
13366,MBS 2011-21,2017-09,2.55,2011-12-23,4.05
13367,MBS 2011-21,2017-10,0.93,2011-12-23,4.05
13368,MBS 2011-21,2017-11,0.93,2011-12-23,4.05
13369,MBS 2011-21,2017-12,1.58,2011-12-23,4.05
13370,MBS 2011-21,2018-01,2.13,2011-12-23,4.05
13371,MBS 2011-21,2018-02,1.24,2011-12-23,4.05
13372,MBS 2011-21,2018-03,3.86,2011-12-23,4.05
13373,MBS 2011-21,2018-04,2.2,2011-12-23,4.05
13374,MBS 2011-21,2018-05,1.14,2011-12-23,4.05
13375,MBS 2011-21,2018-06,1.52,2011-12-23,4.05
13376,MBS 2011-21,2018-07,1.43,2011-12-23,4.05
13377,MBS 2011-21,2018-08,1.36,2011-12-23,4.05
13378,MBS 2011-21,2018-09,1.37,2011-12-23,4.05
13379,MBS 2011-21,2018-10,2.41,2011-12-23,4.05
13380,MBS 2011-21,2018-11,2.68,2011-12-23,4.05
13381,MBS 2011-21,2018-12,2.19,2011-12-23,4.05
13382,MBS 2011-21,2019-01,0.35,2011-12-23,4.05
13383,MBS 2011-21,2019-02,0.45,2011-12-23,4.05
13384,MBS 2011-21,2019-03,2.31,2011-12-23,4.05
13385,MBS 2011-21,2019-04,0.79,2011-12-23,4.05
13386,MBS 2011-21,2019-05,1.0,2011-12-23,4.05
13387,MBS 2011-21,2019-06,2.17,2011-12-23,4.05
13388,MBS 2011-21,2019-07,0.82,2011-12-23,4.05
13389,MBS 2011-21,2019-08,2.09,2011-12-23,4.05
13390,MBS 2011-21,2019-09,2.92,2011-12-23,4.05
13391,MBS 2011-21,2019-10,2.45,2011-12-23,4.05
13392,MBS 2011-21,2019-11,1.95,2011-12-23,4.05
13393,MBS 2011-21,2019-12,2.79,2011-12-23,4.05
13394,MBS 2011-21,2020-01,0.76,2011-12-23,4.05
13395,MBS 2011-21,2020-02,1.57,2011-12-23,4.05
13396,MBS 2011-21,2020-03,4.21,2011-12-23,4.05
13397,MBS 2011-21,2020-04,0.89,2011-12-23,4.05
13398,MBS 2011-21,2020-05,1.36,2011-12-23,4.05
13399,MBS 2011-21,2020-06,3.23,2011-12-23,4.05
13400,MBS 2011-21,2020-07,3.09,2011-12-23,4.05
13401,MBS 2011-21,2020-08,0.88,2011-12-23,4.05
13402,MBS 2011-21,2020-09,1.23,2011-12-23,4.05
13403,MBS 2011-21,2020-10,1.42,2011-12-23,4.05
13404,MBS 2011-21,2020-11,2.85,2011-12-23,4.05
13405,MBS 2011-21,2020-12,1.52,2011-12-23,4.05
13406,MBS 2011-21,2021-01,2.97,2011-12-23,4.05
13407,MBS 2011-21,2021-02,0.28,2011-12-23,4.05
13408,MBS 2011-21,2021-03,1.31,2011-12-23,4.05
13409,MBS 2011-21,2021-04,2.2,2011-12-23,4.05
13410,MBS 2011-21,2021-05,1.467,2011-12-23,4.05
13411,MBS 2011-21,2021-06,0.9679,2011-12-23,4.05
13412,MBS 2011-21,2021-07,0.664,2011-12-23,4.05
13413,MBS 2011-21,2021-08,6.6744,2011-12-23,4.05
13414,MBS 2011-21,2021-09,2.5953,2011-12-23,4.05
13415,MBS 2011-21,2021-10,8.1773,2011-12-23,4.05
13416,MBS 2011-21,2021-11,6.2303,2011-12-23,4.05
13417,MBS 2011-21,2021-12,1.7847,2011-12-23,4.05
13418,MBS 2011-21,2022-01,1.7922,2011-12-23,4.05
13419,MBS 2011-21,2022-02,0.617,2011-12-23,4.05
13420,MBS 2011-21,2022-03,0.3363,2011-12-23,4.05
13421,MBS 2011-21,2022-04,0.0804,2011-12-23,4.05
13422,MBS 2011-21,2022-05,1.225,2011-12-23,4.05
13423,MBS 2011-21,2022-06,2.6861,2011-12-23,4.05
13424,MBS 2012-01,2012-02,0.53,2012-02-02,3.96
13425,MBS 2012-01,2012-03,0.58,2012-02-02,3.96
13426,MBS 2012-01,2012-04,0.37,2012-02-02,3.96
13427,MBS 2012-01,2012-05,0.59,2012-02-02,3.96
13428,MBS 2012-01,2012-06,0.5,2012-02-02,3.96
13429,MBS 2012-01,2012-07,0.62,2012-02-02,3.96
13430,MBS 2012-01,2012-08,1.06,2012-02-02,3.96
13431,MBS 2012-01,2012-09,0.69,2012-02-02,3.96
13432,MBS 2012-01,2012-10,1.36,2012-02-02,3.96
13433,MBS 2012-01,2012-11,1.66,2012-02-02,3.96
13434,MBS 2012-01,2012-12,2.68,2012-02-02,3.96
13435,MBS 2012-01,2013-01,2.36,2012-02-02,3.96
13436,MBS 2012-01,2013-02,0.03,2012-02-02,3.96
13437,MBS 2012-01,2013-03,2.99,2012-02-02,3.96
13438,MBS 2012-01,2013-04,3.18,2012-02-02,3.96
13439,MBS 2012-01,2013-05,3.49,2012-02-02,3.96
13440,MBS 2012-01,2013-06,4.47,2012-02-02,3.96
13441,MBS 2012-01,2013-07,3.55,2012-02-02,3.96
13442,MBS 2012-01,2013-08,2.58,2012-02-02,3.96
13443,MBS 2012-01,2013-09,1.63,2012-02-02,3.96
13444,MBS 2012-01,2013-10,2.39,2012-02-02,3.96
13445,MBS 2012-01,2013-11,2.5,2012-02-02,3.96
13446,MBS 2012-01,2013-12,3.41,2012-02-02,3.96
13447,MBS 2012-01,2014-01,2.77,2012-02-02,3.96
13448,MBS 2012-01,2014-02,2.75,2012-02-02,3.96
13449,MBS 2012-01,2014-03,2.44,2012-02-02,3.96
13450,MBS 2012-01,2014-04,2.82,2012-02-02,3.96
13451,MBS 2012-01,2014-05,2.7,2012-02-02,3.96
13452,MBS 2012-01,2014-06,2.33,2012-02-02,3.96
13453,MBS 2012-01,2014-07,2.35,2012-02-02,3.96
13454,MBS 2012-01,2014-08,3.69,2012-02-02,3.96
13455,MBS 2012-01,2014-09,3.43,2012-02-02,3.96
13456,MBS 2012-01,2014-10,5.28,2012-02-02,3.96
13457,MBS 2012-01,2014-11,7.76,2012-02-02,3.96
13458,MBS 2012-01,2014-12,10.35,2012-02-02,3.96
13459,MBS 2012-01,2015-01,6.63,2012-02-02,3.96
13460,MBS 2012-01,2015-02,7.19,2012-02-02,3.96
13461,MBS 2012-01,2015-03,7.69,2012-02-02,3.96
13462,MBS 2012-01,2015-04,13.78,2012-02-02,3.96
13463,MBS 2012-01,2015-05,9.14,2012-02-02,3.96
13464,MBS 2012-01,2015-06,8.48,2012-02-02,3.96
13465,MBS 2012-01,2015-07,5.85,2012-02-02,3.96
13466,MBS 2012-01,2015-08,4.26,2012-02-02,3.96
13467,MBS 2012-01,2015-09,3.8,2012-02-02,3.96
13468,MBS 2012-01,2015-10,6.46,2012-02-02,3.96
13469,MBS 2012-01,2015-11,3.84,2012-02-02,3.96
13470,MBS 2012-01,2015-12,5.2,2012-02-02,3.96
13471,MBS 2012-01,2016-01,2.93,2012-02-02,3.96
13472,MBS 2012-01,2016-02,3.65,2012-02-02,3.96
13473,MBS 2012-01,2016-03,4.94,2012-02-02,3.96
13474,MBS 2012-01,2016-04,3.81,2012-02-02,3.96
13475,MBS 2012-01,2016-05,2.4,2012-02-02,3.96
13476,MBS 2012-01,2016-06,4.1,2012-02-02,3.96
13477,MBS 2012-01,2016-07,3.74,2012-02-02,3.96
13478,MBS 2012-01,2016-08,3.44,2012-02-02,3.96
13479,MBS 2012-01,2016-09,3.76,2012-02-02,3.96
13480,MBS 2012-01,2016-10,1.7,2012-02-02,3.96
13481,MBS 2012-01,2016-11,5.89,2012-02-02,3.96
13482,MBS 2012-01,2016-12,3.28,2012-02-02,3.96
13483,MBS 2012-01,2017-01,3.59,2012-02-02,3.96
13484,MBS 2012-01,2017-02,4.24,2012-02-02,3.96
13485,MBS 2012-01,2017-03,3.67,2012-02-02,3.96
13486,MBS 2012-01,2017-04,3.32,2012-02-02,3.96
13487,MBS 2012-01,2017-05,4.96,2012-02-02,3.96
13488,MBS 2012-01,2017-06,3.47,2012-02-02,3.96
13489,MBS 2012-01,2017-07,4.67,2012-02-02,3.96
13490,MBS 2012-01,2017-08,4.7,2012-02-02,3.96
13491,MBS 2012-01,2017-09,3.52,2012-02-02,3.96
13492,MBS 2012-01,2017-10,1.61,2012-02-02,3.96
13493,MBS 2012-01,2017-11,2.33,2012-02-02,3.96
13494,MBS 2012-01,2017-12,1.33,2012-02-02,3.96
13495,MBS 2012-01,2018-01,1.48,2012-02-02,3.96
13496,MBS 2012-01,2018-02,1.36,2012-02-02,3.96
13497,MBS 2012-01,2018-03,4.5,2012-02-02,3.96
13498,MBS 2012-01,2018-04,1.12,2012-02-02,3.96
13499,MBS 2012-01,2018-05,1.17,2012-02-02,3.96
13500,MBS 2012-01,2018-06,1.09,2012-02-02,3.96
13501,MBS 2012-01,2018-07,1.52,2012-02-02,3.96
13502,MBS 2012-01,2018-08,1.77,2012-02-02,3.96
13503,MBS 2012-01,2018-09,0.29,2012-02-02,3.96
13504,MBS 2012-01,2018-10,3.12,2012-02-02,3.96
13505,MBS 2012-01,2018-11,1.32,2012-02-02,3.96
13506,MBS 2012-01,2018-12,0.36,2012-02-02,3.96
13507,MBS 2012-01,2019-01,0.69,2012-02-02,3.96
13508,MBS 2012-01,2019-02,1.2,2012-02-02,3.96
13509,MBS 2012-01,2019-03,0.46,2012-02-02,3.96
13510,MBS 2012-01,2019-04,2.09,2012-02-02,3.96
13511,MBS 2012-01,2019-05,1.66,2012-02-02,3.96
13512,MBS 2012-01,2019-06,3.0,2012-02-02,3.96
13513,MBS 2012-01,2019-07,1.85,2012-02-02,3.96
13514,MBS 2012-01,2019-08,1.59,2012-02-02,3.96
13515,MBS 2012-01,2019-09,1.48,2012-02-02,3.96
13516,MBS 2012-01,2019-10,2.87,2012-02-02,3.96
13517,MBS 2012-01,2019-11,3.5,2012-02-02,3.96
13518,MBS 2012-01,2019-12,2.11,2012-02-02,3.96
13519,MBS 2012-01,2020-01,2.45,2012-02-02,3.96
13520,MBS 2012-01,2020-02,2.5,2012-02-02,3.96
13521,MBS 2012-01,2020-03,3.92,2012-02-02,3.96
13522,MBS 2012-01,2020-04,2.74,2012-02-02,3.96
13523,MBS 2012-01,2020-05,5.02,2012-02-02,3.96
13524,MBS 2012-01,2020-06,1.04,2012-02-02,3.96
13525,MBS 2012-01,2020-07,1.87,2012-02-02,3.96
13526,MBS 2012-01,2020-08,0.63,2012-02-02,3.96
13527,MBS 2012-01,2020-09,2.85,2012-02-02,3.96
13528,MBS 2012-01,2020-10,1.67,2012-02-02,3.96
13529,MBS 2012-01,2020-11,2.45,2012-02-02,3.96
13530,MBS 2012-01,2020-12,1.93,2012-02-02,3.96
13531,MBS 2012-01,2021-01,0.51,2012-02-02,3.96
13532,MBS 2012-01,2021-02,3.24,2012-02-02,3.96
13533,MBS 2012-01,2021-03,2.49,2012-02-02,3.96
13534,MBS 2012-01,2021-04,2.14,2012-02-02,3.96
13535,MBS 2012-01,2021-05,0.9677,2012-02-02,3.96
13536,MBS 2012-01,2021-06,1.0553,2012-02-02,3.96
13537,MBS 2012-01,2021-07,0.4659,2012-02-02,3.96
13538,MBS 2012-01,2021-08,2.299,2012-02-02,3.96
13539,MBS 2012-01,2021-09,4.6886,2012-02-02,3.96
13540,MBS 2012-01,2021-10,6.77,2012-02-02,3.96
13541,MBS 2012-01,2021-11,9.4929,2012-02-02,3.96
13542,MBS 2012-01,2021-12,8.0296,2012-02-02,3.96
13543,MBS 2012-01,2022-01,1.91,2012-02-02,3.96
13544,MBS 2012-01,2022-02,0.196,2012-02-02,3.96
13545,MBS 2012-01,2022-03,2.8897,2012-02-02,3.96
13546,MBS 2012-01,2022-04,0.475,2012-02-02,3.96
13547,MBS 2012-01,2022-05,0.166,2012-02-02,3.96
13548,MBS 2012-01,2022-06,0.7043,2012-02-02,3.96
13549,MBS 2012-02,2012-02,0.3,2012-02-23,3.99
13550,MBS 2012-02,2012-03,0.55,2012-02-23,3.99
13551,MBS 2012-02,2012-04,0.55,2012-02-23,3.99
13552,MBS 2012-02,2012-05,0.62,2012-02-23,3.99
13553,MBS 2012-02,2012-06,0.64,2012-02-23,3.99
13554,MBS 2012-02,2012-07,0.56,2012-02-23,3.99
13555,MBS 2012-02,2012-08,0.86,2012-02-23,3.99
13556,MBS 2012-02,2012-09,0.68,2012-02-23,3.99
13557,MBS 2012-02,2012-10,1.04,2012-02-23,3.99
13558,MBS 2012-02,2012-11,1.5,2012-02-23,3.99
13559,MBS 2012-02,2012-12,2.65,2012-02-23,3.99
13560,MBS 2012-02,2013-01,1.97,2012-02-23,3.99
13561,MBS 2012-02,2013-02,0.03,2012-02-23,3.99
13562,MBS 2012-02,2013-03,2.69,2012-02-23,3.99
13563,MBS 2012-02,2013-04,3.43,2012-02-23,3.99
13564,MBS 2012-02,2013-05,2.99,2012-02-23,3.99
13565,MBS 2012-02,2013-06,4.11,2012-02-23,3.99
13566,MBS 2012-02,2013-07,3.34,2012-02-23,3.99
13567,MBS 2012-02,2013-08,2.92,2012-02-23,3.99
13568,MBS 2012-02,2013-09,1.46,2012-02-23,3.99
13569,MBS 2012-02,2013-10,1.99,2012-02-23,3.99
13570,MBS 2012-02,2013-11,2.7,2012-02-23,3.99
13571,MBS 2012-02,2013-12,2.25,2012-02-23,3.99
13572,MBS 2012-02,2014-01,2.08,2012-02-23,3.99
13573,MBS 2012-02,2014-02,3.51,2012-02-23,3.99
13574,MBS 2012-02,2014-03,2.69,2012-02-23,3.99
13575,MBS 2012-02,2014-04,2.57,2012-02-23,3.99
13576,MBS 2012-02,2014-05,2.14,2012-02-23,3.99
13577,MBS 2012-02,2014-06,2.25,2012-02-23,3.99
13578,MBS 2012-02,2014-07,1.89,2012-02-23,3.99
13579,MBS 2012-02,2014-08,4.04,2012-02-23,3.99
13580,MBS 2012-02,2014-09,3.74,2012-02-23,3.99
13581,MBS 2012-02,2014-10,3.94,2012-02-23,3.99
13582,MBS 2012-02,2014-11,4.69,2012-02-23,3.99
13583,MBS 2012-02,2014-12,8.83,2012-02-23,3.99
13584,MBS 2012-02,2015-01,9.95,2012-02-23,3.99
13585,MBS 2012-02,2015-02,7.17,2012-02-23,3.99
13586,MBS 2012-02,2015-03,6.28,2012-02-23,3.99
13587,MBS 2012-02,2015-04,13.18,2012-02-23,3.99
13588,MBS 2012-02,2015-05,8.2,2012-02-23,3.99
13589,MBS 2012-02,2015-06,9.12,2012-02-23,3.99
13590,MBS 2012-02,2015-07,6.46,2012-02-23,3.99
13591,MBS 2012-02,2015-08,5.89,2012-02-23,3.99
13592,MBS 2012-02,2015-09,4.38,2012-02-23,3.99
13593,MBS 2012-02,2015-10,3.31,2012-02-23,3.99
13594,MBS 2012-02,2015-11,4.64,2012-02-23,3.99
13595,MBS 2012-02,2015-12,5.54,2012-02-23,3.99
13596,MBS 2012-02,2016-01,3.19,2012-02-23,3.99
13597,MBS 2012-02,2016-02,2.49,2012-02-23,3.99
13598,MBS 2012-02,2016-03,4.83,2012-02-23,3.99
13599,MBS 2012-02,2016-04,4.04,2012-02-23,3.99
13600,MBS 2012-02,2016-05,3.85,2012-02-23,3.99
13601,MBS 2012-02,2016-06,2.65,2012-02-23,3.99
13602,MBS 2012-02,2016-07,3.12,2012-02-23,3.99
13603,MBS 2012-02,2016-08,4.19,2012-02-23,3.99
13604,MBS 2012-02,2016-09,3.15,2012-02-23,3.99
13605,MBS 2012-02,2016-10,2.89,2012-02-23,3.99
13606,MBS 2012-02,2016-11,3.79,2012-02-23,3.99
13607,MBS 2012-02,2016-12,3.96,2012-02-23,3.99
13608,MBS 2012-02,2017-01,2.94,2012-02-23,3.99
13609,MBS 2012-02,2017-02,4.65,2012-02-23,3.99
13610,MBS 2012-02,2017-03,3.42,2012-02-23,3.99
13611,MBS 2012-02,2017-04,2.69,2012-02-23,3.99
13612,MBS 2012-02,2017-05,2.66,2012-02-23,3.99
13613,MBS 2012-02,2017-06,3.19,2012-02-23,3.99
13614,MBS 2012-02,2017-07,3.8,2012-02-23,3.99
13615,MBS 2012-02,2017-08,0.85,2012-02-23,3.99
13616,MBS 2012-02,2017-09,1.97,2012-02-23,3.99
13617,MBS 2012-02,2017-10,4.2,2012-02-23,3.99
13618,MBS 2012-02,2017-11,1.81,2012-02-23,3.99
13619,MBS 2012-02,2017-12,1.75,2012-02-23,3.99
13620,MBS 2012-02,2018-01,1.17,2012-02-23,3.99
