발행회차,발행일자,기준월,만기전상환율,가중평균발행금리,주택종합 매매가격지수,주택종합 전세가격지수,소비자물가지수,15-64 실업자 수,코스피 월별 종가,예금은행 대출금리,평균 LTV,평균 DTI,CD금리,인플레이션율
MBS 2012-26,2012-09-25,2020-12,0.64,0.0,86.735,91.176,100.33,943.0,2873.47,2.59,60.07,34.38,0.66,0.2397841942251921
MBS 2012-27,2012-09-25,2020-12,6.03,0.0,86.735,91.176,100.33,943.0,2873.47,2.59,58.4,53.35,0.66,0.2397841942251921
MBS 2012-27,2012-09-25,2020-12,6.03,0.0,86.735,91.176,100.33,943.0,2873.47,2.59,60.07,34.38,0.66,0.2397841942251921
MBS 2012-26,2012-09-25,2021-01,0.08,0.0,87.767,91.934,101.04,1149.0,2976.21,2.63,58.4,53.35,0.68,0.7076647064686614
MBS 2012-26,2012-09-25,2021-01,0.08,0.0,87.767,91.934,101.04,1149.0,2976.21,2.63,60.07,34.38,0.68,0.7076647064686614
MBS 2012-27,2012-09-25,2021-01,0.0,0.0,87.767,91.934,101.04,1149.0,2976.21,2.63,58.4,53.35,0.68,0.7076647064686614
MBS 2012-27,2012-09-25,2021-01,0.0,0.0,87.767,91.934,101.04,1149.0,2976.21,2.63,60.07,34.38,0.68,0.7076647064686614
MBS 2012-26,2012-09-25,2021-02,0.78,0.0,88.962,92.627,101.58,1177.0,3012.95,2.66,58.4,53.35,0.73,0.5344418052256452
MBS 2012-26,2012-09-25,2021-02,0.78,0.0,88.962,92.627,101.58,1177.0,3012.95,2.66,60.13,34.46,0.73,0.5344418052256452
MBS 2012-27,2012-09-25,2021-02,0.0,0.0,88.962,92.627,101.58,1177.0,3012.95,2.66,58.4,53.35,0.73,0.5344418052256452
MBS 2012-27,2012-09-25,2021-02,0.0,0.0,88.962,92.627,101.58,1177.0,3012.95,2.66,60.13,34.46,0.73,0.5344418052256452
MBS 2012-26,2012-09-25,2021-03,3.57,0.0,90.135,93.273,101.84,1129.0,3061.42,2.73,58.36,53.33,0.75,0.2559558968300897
MBS 2012-26,2012-09-25,2021-03,3.57,0.0,90.135,93.273,101.84,1129.0,3061.42,2.73,59.77,35.14,0.75,0.2559558968300897
MBS 2012-27,2012-09-25,2021-03,2.8,0.0,90.135,93.273,101.84,1129.0,3061.42,2.73,58.36,53.33,0.75,0.2559558968300897
MBS 2012-27,2012-09-25,2021-03,2.8,0.0,90.135,93.273,101.84,1129.0,3061.42,2.73,59.77,35.14,0.75,0.2559558968300897
MBS 2012-26,2012-09-25,2021-06,0.655,0.0,93.169,95.202,102.05,1021.0,3296.68,2.74,58.37,53.27,0.66,0.0
MBS 2012-26,2012-09-25,2021-06,0.655,0.0,93.169,95.202,102.05,1021.0,3296.68,2.74,59.78,35.25,0.66,0.0
MBS 2012-27,2012-09-25,2021-06,0.412,0.0,93.169,95.202,102.05,1021.0,3296.68,2.74,58.37,53.27,0.66,0.0
MBS 2012-27,2012-09-25,2021-06,0.412,0.0,93.169,95.202,102.05,1021.0,3296.68,2.74,59.78,35.25,0.66,0.0
MBS 2012-26,2012-09-25,2021-07,2.3116,0.0,94.256,96.053,102.26,860.0,3202.32,2.81,58.37,53.26,0.69,0.2057814796668377
MBS 2012-26,2012-09-25,2021-07,2.3116,0.0,94.256,96.053,102.26,860.0,3202.32,2.81,59.76,35.45,0.69,0.2057814796668377
MBS 2012-27,2012-09-25,2021-07,0.0,0.0,94.256,96.053,102.26,860.0,3202.32,2.81,58.37,53.26,0.69,0.2057814796668377
MBS 2012-27,2012-09-25,2021-07,0.0,0.0,94.256,96.053,102.26,860.0,3202.32,2.81,59.76,35.45,0.69,0.2057814796668377
MBS 2012-26,2012-09-25,2021-08,2.4339,0.0,95.666,97.04,102.75,706.0,3199.27,2.88,58.38,53.26,0.77,0.4791707412477947
MBS 2012-26,2012-09-25,2021-08,2.4339,0.0,95.666,97.04,102.75,706.0,3199.27,2.88,59.87,35.91,0.77,0.4791707412477947
MBS 2012-27,2012-09-25,2021-08,0.0,0.0,95.666,97.04,102.75,706.0,3199.27,2.88,58.38,53.26,0.77,0.4791707412477947
MBS 2012-27,2012-09-25,2021-08,0.0,0.0,95.666,97.04,102.75,706.0,3199.27,2.88,59.87,35.91,0.77,0.4791707412477947
MBS 2012-26,2012-09-25,2021-09,0.2479,0.0,97.123,97.976,103.17,711.0,3068.82,3.01,58.38,53.26,0.98,0.4087591240875929
MBS 2012-26,2012-09-25,2021-09,0.2479,0.0,97.123,97.976,103.17,711.0,3068.82,3.01,59.88,35.94,0.98,0.4087591240875929
MBS 2012-27,2012-09-25,2021-09,0.0,0.0,97.123,97.976,103.17,711.0,3068.82,3.01,58.38,53.26,0.98,0.4087591240875929
MBS 2012-27,2012-09-25,2021-09,0.0,0.0,97.123,97.976,103.17,711.0,3068.82,3.01,59.88,35.94,0.98,0.4087591240875929
MBS 2012-26,2012-09-25,2021-10,0.6543,0.0,98.14,98.579,103.35,736.0,2970.68,3.26,58.38,53.26,1.08,0.1744693224774572
MBS 2012-26,2012-09-25,2021-10,0.6543,0.0,98.14,98.579,103.35,736.0,2970.68,3.26,59.89,35.95,1.08,0.1744693224774572
MBS 2012-27,2012-09-25,2021-10,0.0,0.0,98.14,98.579,103.35,736.0,2970.68,3.26,58.38,53.26,1.08,0.1744693224774572
MBS 2012-27,2012-09-25,2021-10,0.0,0.0,98.14,98.579,103.35,736.0,2970.68,3.26,59.89,35.95,1.08,0.1744693224774572
MBS 2012-26,2012-09-25,2021-11,0.2595,0.0,99.224,99.301,103.87,694.0,2839.01,3.51,58.38,53.26,1.17,0.5031446540880603
MBS 2012-26,2012-09-25,2021-11,0.2595,0.0,99.224,99.301,103.87,694.0,2839.01,3.51,59.89,35.96,1.17,0.5031446540880603
MBS 2012-27,2012-09-25,2021-11,0.0,0.0,99.224,99.301,103.87,694.0,2839.01,3.51,58.38,53.26,1.17,0.5031446540880603
MBS 2012-27,2012-09-25,2021-11,0.0,0.0,99.224,99.301,103.87,694.0,2839.01,3.51,59.89,35.96,1.17,0.5031446540880603
MBS 2012-26,2012-09-25,2021-12,1.5818,0.0,99.72,99.728,104.04,697.0,2977.65,3.63,58.38,53.26,1.27,0.1636661211129312
MBS 2012-26,2012-09-25,2021-12,1.5818,0.0,99.72,99.728,104.04,697.0,2977.65,3.63,60.06,36.1,1.27,0.1636661211129312
MBS 2012-27,2012-09-25,2021-12,0.0,0.0,99.72,99.728,104.04,697.0,2977.65,3.63,58.38,53.26,1.27,0.1636661211129312
MBS 2012-27,2012-09-25,2021-12,0.0,0.0,99.72,99.728,104.04,697.0,2977.65,3.63,60.06,36.1,1.27,0.1636661211129312
MBS 2012-26,2012-09-25,2022-01,1.0111,0.0,100.0,100.0,104.69,780.0,2663.34,3.85,58.39,53.26,1.39,0.6247597078046823
MBS 2012-26,2012-09-25,2022-01,1.0111,0.0,100.0,100.0,104.69,780.0,2663.34,3.85,60.07,35.98,1.39,0.6247597078046823
MBS 2012-27,2012-09-25,2022-01,0.0,0.0,100.0,100.0,104.69,780.0,2663.34,3.85,58.39,53.26,1.39,0.6247597078046823
MBS 2012-27,2012-09-25,2022-01,0.0,0.0,100.0,100.0,104.69,780.0,2663.34,3.85,60.07,35.98,1.39,0.6247597078046823
MBS 2012-26,2012-09-25,2022-02,0.1187,0.0,100.207,100.197,105.3,800.0,2699.18,3.88,58.39,53.26,1.5,0.5826726525933703
MBS 2012-26,2012-09-25,2022-02,0.1187,0.0,100.207,100.197,105.3,800.0,2699.18,3.88,60.08,35.99,1.5,0.5826726525933703
MBS 2012-27,2012-09-25,2022-02,0.0423,0.0,100.207,100.197,105.3,800.0,2699.18,3.88,58.39,53.26,1.5,0.5826726525933703
MBS 2012-27,2012-09-25,2022-02,0.0423,0.0,100.207,100.197,105.3,800.0,2699.18,3.88,60.08,35.99,1.5,0.5826726525933703
MBS 2012-26,2012-09-25,2022-03,0.1054,0.0,100.306,100.337,106.06,798.0,2757.65,3.84,58.4,53.26,1.5,0.7217473884140599
MBS 2012-26,2012-09-25,2022-03,0.1054,0.0,100.306,100.337,106.06,798.0,2757.65,3.84,60.09,35.99,1.5,0.7217473884140599
MBS 2012-27,2012-09-25,2022-03,0.0,0.0,100.306,100.337,106.06,798.0,2757.65,3.84,58.4,53.26,1.5,0.7217473884140599
MBS 2012-27,2012-09-25,2022-03,0.0,0.0,100.306,100.337,106.06,798.0,2757.65,3.84,60.09,35.99,1.5,0.7217473884140599
MBS 2012-26,2012-09-25,2022-04,3.0699,0.0,100.517,100.543,106.85,813.0,2695.05,3.9,58.23,52.21,1.64,0.744861399207988
MBS 2012-26,2012-09-25,2022-04,3.0699,0.0,100.517,100.543,106.85,813.0,2695.05,3.9,60.02,35.88,1.64,0.744861399207988
MBS 2012-27,2012-09-25,2022-04,9.4604,0.0,100.517,100.543,106.85,813.0,2695.05,3.9,58.23,52.21,1.64,0.744861399207988
MBS 2012-27,2012-09-25,2022-04,9.4604,0.0,100.517,100.543,106.85,813.0,2695.05,3.9,60.02,35.88,1.64,0.744861399207988
MBS 2012-26,2012-09-25,2022-05,0.2928,0.0,100.768,100.814,107.56,830.0,2685.9,3.9,58.37,52.64,1.77,0.6644829199812897
MBS 2012-26,2012-09-25,2022-05,0.2928,0.0,100.768,100.814,107.56,830.0,2685.9,3.9,60.02,35.87,1.77,0.6644829199812897
MBS 2012-27,2012-09-25,2022-05,6.9551,0.0,100.768,100.814,107.56,830.0,2685.9,3.9,58.37,52.64,1.77,0.6644829199812897
MBS 2012-27,2012-09-25,2022-05,6.9551,0.0,100.768,100.814,107.56,830.0,2685.9,3.9,60.02,35.87,1.77,0.6644829199812897
MBS 2012-26,2012-09-25,2022-06,0.0643,0.0,100.869,100.912,108.22,824.0,2332.64,4.04,58.38,52.63,1.99,0.6136110078095914
MBS 2012-26,2012-09-25,2022-06,0.0643,0.0,100.869,100.912,108.22,824.0,2332.64,4.04,60.03,35.89,1.99,0.6136110078095914
MBS 2012-27,2012-09-25,2022-06,0.0458,0.0,100.869,100.912,108.22,824.0,2332.64,4.04,58.38,52.63,1.99,0.6136110078095914
MBS 2012-27,2012-09-25,2022-06,0.0458,0.0,100.869,100.912,108.22,824.0,2332.64,4.04,60.03,35.89,1.99,0.6136110078095914
MBS 2012-28,2012-09-27,2012-09,0.03,3.16,70.683,71.868,92.512,736.0,1996.21,4.29,61.46,35.25,3.14,0.7152577431821855
MBS 2012-28,2012-09-27,2012-10,0.47,3.16,70.603,72.228,92.339,701.0,1912.06,4.23,61.47,35.21,2.93,-0.1870027672085803
MBS 2012-28,2012-09-27,2012-11,0.4,3.16,70.55,72.505,92.011,699.0,1932.9,4.19,61.48,35.22,2.85,-0.35521285697268
MBS 2012-28,2012-09-27,2012-12,0.53,3.16,70.501,72.654,92.175,719.0,1997.05,4.16,61.49,35.2,2.88,0.1782395583136815
MBS 2012-28,2012-09-27,2013-01,0.48,3.16,70.462,72.82,92.728,791.0,1961.94,4.17,61.5,35.21,2.86,0.5999457553566556
MBS 2012-28,2012-09-27,2013-02,0.01,3.16,70.421,73.017,93.038,904.0,2026.49,4.06,61.52,35.22,2.83,0.3343111034423284
MBS 2012-28,2012-09-27,2013-03,0.65,3.16,70.389,73.337,92.952,854.0,2004.89,3.97,61.54,35.21,2.81,-0.0924353489971823
MBS 2012-28,2012-09-27,2013-04,0.69,3.16,70.391,73.603,92.823,809.0,1963.95,3.86,61.59,35.13,2.8,-0.1387813064807695
MBS 2012-28,2012-09-27,2013-05,0.97,3.16,70.381,73.741,92.823,780.0,2001.05,3.77,61.62,35.07,2.72,0.0
MBS 2012-28,2012-09-27,2013-06,1.35,3.16,70.353,73.907,92.71,789.0,1863.32,3.73,61.67,35.03,2.69,-0.1217370694763146
MBS 2012-28,2012-09-27,2013-07,1.22,3.16,70.351,74.179,92.909,813.0,1914.03,3.77,61.73,35.07,2.68,0.2146478265559403
MBS 2012-28,2012-09-27,2013-08,1.32,3.16,70.323,74.598,93.238,768.0,1926.36,3.8,61.77,35.12,2.66,0.3541099355283056
MBS 2012-28,2012-09-27,2013-09,1.13,3.16,70.36,75.2,93.419,709.0,1996.96,3.82,61.77,35.15,2.66,0.1941268581479626
MBS 2012-28,2012-09-27,2013-10,1.23,3.16,70.503,75.872,93.134,707.0,2030.09,3.81,61.8,35.15,2.66,-0.3050771256382498
MBS 2012-28,2012-09-27,2013-11,1.12,3.16,70.626,76.363,93.116,684.0,2044.87,3.77,61.81,35.15,2.65,-0.0193269912169569
MBS 2012-28,2012-09-27,2013-12,1.19,3.16,70.762,76.805,93.229,751.0,2011.34,3.74,61.85,35.06,2.65,0.1213540100519776
MBS 2012-28,2012-09-27,2014-01,1.43,3.16,70.842,77.123,93.73,817.0,1941.15,3.75,61.85,35.03,2.65,0.5373864355511748
MBS 2012-28,2012-09-27,2014-02,1.07,3.16,70.957,77.492,93.98,1036.0,1979.99,3.71,61.88,35.06,2.65,0.2667235676944414
MBS 2012-28,2012-09-27,2014-03,1.77,3.16,71.157,77.901,94.153,974.0,1985.61,3.69,61.89,35.1,2.65,0.1840817195147923
MBS 2012-28,2012-09-27,2014-04,1.66,3.16,71.304,78.175,94.214,1006.0,1961.79,3.69,61.94,35.13,2.65,0.0647881639459102
MBS 2012-28,2012-09-27,2014-05,1.94,3.16,71.351,78.287,94.369,928.0,1994.96,3.63,61.98,35.1,2.65,0.1645190735984048
MBS 2012-28,2012-09-27,2014-06,1.65,3.16,71.401,78.424,94.248,930.0,2002.21,3.58,62.03,35.09,2.65,-0.1282200722694901
MBS 2012-28,2012-09-27,2014-07,1.98,3.16,71.466,78.564,94.386,893.0,2076.12,3.53,62.08,35.11,2.65,0.1464222052457251
MBS 2012-28,2012-09-27,2014-08,4.36,3.16,71.562,78.74,94.551,868.0,2068.54,3.5,62.13,35.09,2.52,0.1748140614074187
MBS 2012-28,2012-09-27,2014-09,2.95,3.16,71.758,79.01,94.49,826.0,2020.09,3.5,62.17,35.16,2.35,-0.0645154466901535
MBS 2012-28,2012-09-27,2014-10,3.49,3.16,71.97,79.269,94.205,831.0,1964.43,3.38,62.21,35.06,2.21,-0.3016192189649662
MBS 2012-28,2012-09-27,2014-11,4.9,3.16,72.116,79.488,94.015,801.0,1980.78,3.3,62.25,35.04,2.14,-0.201687808502731
MBS 2012-28,2012-09-27,2014-12,3.32,3.16,72.249,79.744,94.006,860.0,1915.59,3.33,62.29,35.06,2.13,-0.0095729404882203
MBS 2012-28,2012-09-27,2015-01,3.18,3.16,72.345,79.955,94.643,903.0,1949.26,3.34,62.27,35.0,2.13,0.6776163223624029
MBS 2012-28,2012-09-27,2015-02,3.82,3.16,72.509,80.228,94.587,1070.0,1985.8,3.24,62.33,34.93,2.12,-0.059169722007964
MBS 2012-28,2012-09-27,2015-03,3.37,3.16,72.809,80.703,94.596,1016.0,2041.03,2.97,62.33,34.79,1.95,0.0095150496368426
MBS 2012-28,2012-09-27,2015-04,6.42,3.16,73.169,81.199,94.625,1010.0,2127.17,2.81,62.36,34.78,1.81,0.0306566873863549
MBS 2012-28,2012-09-27,2015-05,5.3,3.16,73.441,81.538,94.89,984.0,2114.8,3.06,62.33,34.68,1.8,0.2800528401585211
MBS 2012-28,2012-09-27,2015-06,5.07,3.16,73.778,81.977,94.909,1012.0,2074.2,3.01,62.39,34.83,1.7,0.0200231847402312
MBS 2012-28,2012-09-27,2015-07,6.87,3.16,74.092,82.395,95.08,962.0,2030.16,2.96,62.29,34.9,1.65,0.180172586372201
MBS 2012-28,2012-09-27,2015-08,7.67,3.16,74.381,82.756,95.213,897.0,1941.49,2.94,62.15,35.03,1.64,0.1398822044593979
MBS 2012-28,2012-09-27,2015-09,6.86,3.16,74.731,83.214,94.966,836.0,1962.81,2.92,62.07,35.12,1.6,-0.2594183567370001
MBS 2012-28,2012-09-27,2015-10,4.81,3.16,74.984,83.55,94.966,804.0,2029.47,2.9,62.12,35.17,1.58,0.0
MBS 2012-28,2012-09-27,2015-11,4.09,3.16,75.304,83.964,94.786,801.0,1991.97,3.04,62.05,35.33,1.59,-0.1895415201229836
MBS 2012-28,2012-09-27,2015-12,3.43,3.16,75.441,84.181,95.07,836.0,1961.31,3.12,62.05,35.34,1.67,0.2996223070917559
MBS 2012-28,2012-09-27,2016-01,4.99,3.16,75.504,84.343,95.232,913.0,1912.06,3.1,61.96,35.33,1.67,0.1704007573367057
MBS 2012-28,2012-09-27,2016-02,2.11,3.16,75.558,84.5,95.64,1153.0,1916.66,2.99,62.06,35.19,1.64,0.4284274193548401
MBS 2012-28,2012-09-27,2016-03,2.72,3.16,75.584,84.625,95.393,1111.0,1995.85,2.97,62.04,35.32,1.63,-0.2582601421999163
MBS 2012-28,2012-09-27,2016-04,4.81,3.16,75.615,84.718,95.573,1041.0,1994.15,2.93,61.98,35.34,1.61,0.1886930906879882
MBS 2012-28,2012-09-27,2016-05,4.07,3.16,75.665,84.814,95.63,967.0,1983.4,2.89,61.95,35.45,1.58,0.0596402749730595
MBS 2012-28,2012-09-27,2016-06,2.84,3.16,75.734,84.895,95.611,972.0,1970.35,2.77,62.04,35.61,1.43,-0.019868242183406
MBS 2012-28,2012-09-27,2016-07,5.45,3.16,75.832,84.981,95.431,941.0,2016.19,2.66,62.03,35.49,1.36,-0.1882628567842683
MBS 2012-28,2012-09-27,2016-08,4.56,3.16,75.927,85.061,95.677,949.0,2034.65,2.7,62.02,35.49,1.35,0.2577778709224564
MBS 2012-28,2012-09-27,2016-09,3.43,3.16,76.031,85.145,96.247,944.0,2043.63,2.8,62.01,35.64,1.34,0.5957544655455262
MBS 2012-28,2012-09-27,2016-10,4.24,3.16,76.215,85.296,96.379,886.0,2008.19,2.89,62.01,35.58,1.35,0.1371471318586605
MBS 2012-28,2012-09-27,2016-11,3.23,3.16,76.407,85.456,96.237,821.0,1983.48,3.04,61.95,35.72,1.42,-0.1473350003631601
MBS 2012-28,2012-09-27,2016-12,1.79,3.16,76.463,85.514,96.342,830.0,2026.46,3.13,61.99,35.73,1.54,0.1091056454378295
MBS 2012-28,2012-09-27,2017-01,1.27,3.16,76.481,85.544,97.366,908.0,2067.57,3.16,61.99,35.78,1.5,1.062880156110524
MBS 2012-28,2012-09-27,2017-02,1.26,3.16,76.489,85.564,97.632,1138.0,2091.64,3.19,62.0,35.84,1.49,0.273195982170373
MBS 2012-28,2012-09-27,2017-03,2.05,3.16,76.509,85.583,97.565,1077.0,2160.23,3.21,61.99,35.97,1.48,-0.0686250409701811
MBS 2012-28,2012-09-27,2017-04,1.52,3.16,76.538,85.6,97.442,1124.0,2205.44,3.21,61.99,35.96,1.43,-0.1260697996207704
MBS 2012-28,2012-09-27,2017-05,3.43,3.16,76.578,85.623,97.546,950.0,2347.38,3.26,61.98,35.78,1.4,0.1067301574269959
MBS 2012-28,2012-09-27,2017-06,3.46,3.16,76.711,85.68,97.338,1009.0,2391.79,3.22,62.07,36.02,1.38,-0.2132327312242558
MBS 2012-28,2012-09-27,2017-07,3.6,3.16,76.891,85.745,97.499,918.0,2402.71,3.28,62.21,36.07,1.39,0.1654030286219168
MBS 2012-28,2012-09-27,2017-08,6.79,3.16,77.074,85.796,98.058,956.0,2363.19,3.28,62.28,36.19,1.39,0.5733392137355375
MBS 2012-28,2012-09-27,2017-09,3.67,3.16,77.139,85.832,98.172,895.0,2394.47,3.24,62.29,36.26,1.38,0.1162577250198761
MBS 2012-28,2012-09-27,2017-10,2.16,3.16,77.226,85.878,98.077,852.0,2523.43,3.33,62.27,36.31,1.38,-0.0967689361528734
MBS 2012-28,2012-09-27,2017-11,1.02,3.16,77.332,85.896,97.347,833.0,2476.37,3.39,62.25,36.35,1.45,-0.744313141715187
MBS 2012-28,2012-09-27,2017-12,1.32,3.16,77.411,85.906,97.698,869.0,2467.49,3.42,62.41,36.28,1.66,0.3605658109648978
MBS 2012-28,2012-09-27,2018-01,1.41,3.16,77.556,85.92,98.106,908.0,2566.46,3.47,62.49,36.32,1.66,0.4176134618927729
MBS 2012-28,2012-09-27,2018-02,3.23,3.16,77.723,85.93,98.855,1015.0,2427.36,3.46,62.38,36.47,1.65,0.7634599310949478
MBS 2012-28,2012-09-27,2018-03,2.95,3.16,77.917,85.922,98.751,1169.0,2445.85,3.45,62.4,36.43,1.65,-0.1052045925850986
MBS 2012-28,2012-09-27,2018-04,1.16,3.16,78.049,85.904,98.931,1109.0,2515.38,3.47,62.44,36.31,1.65,0.1822766351733072
MBS 2012-28,2012-09-27,2018-05,1.07,3.16,78.127,85.857,98.979,1078.0,2423.01,3.49,62.45,36.37,1.65,0.0485186645237608
MBS 2012-28,2012-09-27,2018-06,1.61,3.16,78.203,85.808,98.779,988.0,2326.13,3.46,62.53,36.33,1.65,-0.2020630638822405
MBS 2012-28,2012-09-27,2018-07,1.16,3.16,78.293,85.773,98.59,1001.0,2295.26,3.44,62.51,36.36,1.65,-0.1913362151874315
MBS 2012-28,2012-09-27,2018-08,0.96,3.16,78.46,85.762,99.462,1094.0,2322.88,3.36,62.49,36.48,1.65,0.8844710416877979
MBS 2012-28,2012-09-27,2018-09,0.77,3.16,79.232,85.903,100.221,980.0,2343.07,3.29,62.53,36.49,1.65,0.7631055076310553
MBS 2012-28,2012-09-27,2018-10,0.81,3.16,79.677,85.989,100.041,931.0,2029.69,3.31,62.5,36.54,1.68,-0.1796030771993961
MBS 2012-28,2012-09-27,2018-11,2.26,3.16,79.799,86.019,99.33,869.0,2096.86,3.28,62.42,36.55,1.71,-0.7107086094701158
MBS 2012-28,2012-09-27,2018-12,0.91,3.16,79.861,86.01,98.988,899.0,2041.04,3.19,62.41,36.45,1.91,-0.3443068559347616
MBS 2012-28,2012-09-27,2019-01,0.98,3.16,79.877,85.98,98.884,1002.0,2204.85,3.12,62.51,36.52,1.87,-0.1050632399886846
MBS 2012-28,2012-09-27,2019-02,1.62,3.16,79.824,85.844,99.311,1099.0,2195.44,3.08,62.41,36.61,1.87,0.4318191011690533
MBS 2012-28,2012-09-27,2019-03,1.52,3.16,79.74,85.702,99.121,1132.0,2140.67,3.04,62.42,36.6,1.9,-0.1913181822758928
MBS 2012-28,2012-09-27,2019-04,0.69,3.16,79.63,85.564,99.481,1186.0,2203.59,2.98,62.45,36.58,1.89,0.3631924617386824
MBS 2012-28,2012-09-27,2019-05,0.97,3.16,79.577,85.487,99.652,1082.0,2041.74,2.93,62.46,36.66,1.84,0.1718921201033428
MBS 2012-28,2012-09-27,2019-06,1.07,3.16,79.508,85.401,99.491,1071.0,2130.62,2.74,62.46,36.68,1.8,-0.1615622365833112
MBS 2012-28,2012-09-27,2019-07,0.74,3.16,79.502,85.346,99.187,1046.0,2024.55,2.64,62.46,36.7,1.68,-0.3055552763566574
MBS 2012-28,2012-09-27,2019-08,1.46,3.16,79.546,85.342,99.425,817.0,1967.79,2.47,62.57,36.72,1.49,0.2399508000040323
MBS 2012-28,2012-09-27,2019-09,1.09,3.16,79.589,85.331,99.794,842.0,2063.05,2.51,62.69,36.4,1.54,0.3711340206185565
MBS 2012-28,2012-09-27,2019-10,2.72,3.16,79.664,85.378,100.041,826.0,2083.48,2.5,62.77,35.98,1.46,0.2475098703328856
MBS 2012-28,2012-09-27,2019-11,2.57,3.16,79.776,85.442,99.481,826.0,2087.96,2.45,62.83,36.09,1.52,-0.5597704940974223
MBS 2012-28,2012-09-27,2019-12,2.74,3.16,80.054,85.576,99.719,817.0,2197.67,2.45,62.95,36.19,1.53,0.2392416642373916
MBS 2012-28,2012-09-27,2020-01,0.88,3.16,80.337,85.717,100.09,898.0,2119.01,2.51,62.95,36.31,1.47,0.372045447708069
MBS 2012-28,2012-09-27,2020-02,2.61,3.16,80.634,85.869,100.16,1008.0,1987.01,2.52,62.82,36.42,1.42,0.069937056649009
MBS 2012-28,2012-09-27,2020-03,1.68,3.16,81.084,86.019,99.94,1062.0,1754.64,2.48,62.77,36.54,1.23,-0.2196485623003183
MBS 2012-28,2012-09-27,2020-04,1.12,3.16,81.27,86.086,99.5,1065.0,1947.56,2.58,62.8,36.6,1.1,-0.4402641584950947
MBS 2012-28,2012-09-27,2020-05,1.59,3.16,81.382,86.14,99.44,1178.0,2029.6,2.52,62.79,36.73,1.02,-0.0603015075376907
MBS 2012-28,2012-09-27,2020-06,2.03,3.16,81.776,86.374,99.71,1148.0,2108.33,2.49,62.82,36.41,0.79,0.2715205148833427
MBS 2012-28,2012-09-27,2020-07,1.16,3.16,82.495,86.752,99.63,1062.0,2249.37,2.45,62.83,36.36,0.79,-0.080232674756793
MBS 2012-28,2012-09-27,2020-08,2.59,3.16,83.137,87.207,100.19,818.0,2326.17,2.39,62.75,36.72,0.68,0.562079694871025
MBS 2012-28,2012-09-27,2020-09,3.13,3.16,83.798,87.962,100.74,954.0,2327.89,2.44,62.69,36.84,0.63,0.5489569817347013
MBS 2012-28,2012-09-27,2020-10,0.78,3.16,84.359,88.689,100.18,979.0,2267.15,2.47,62.85,36.69,0.63,-0.5558864403414613
MBS 2012-28,2012-09-27,2020-11,2.09,3.16,85.568,90.181,100.09,923.0,2591.34,2.56,62.77,36.86,0.66,-0.0898382910760664
MBS 2012-28,2012-09-27,2020-12,5.41,3.16,86.735,91.176,100.33,943.0,2873.47,2.59,62.95,36.04,0.66,0.2397841942251921
MBS 2012-28,2012-09-27,2021-01,2.01,3.16,87.767,91.934,101.04,1149.0,2976.21,2.63,62.89,35.91,0.68,0.7076647064686614
MBS 2012-28,2012-09-27,2021-02,1.0,3.16,88.962,92.627,101.58,1177.0,3012.95,2.66,62.87,36.03,0.73,0.5344418052256452
MBS 2012-28,2012-09-27,2021-03,3.07,3.16,90.135,93.273,101.84,1129.0,3061.42,2.73,62.95,35.83,0.75,0.2559558968300897
MBS 2012-28,2012-09-27,2021-06,0.4011,3.16,93.169,95.202,102.05,1021.0,3296.68,2.74,63.15,34.94,0.66,0.0
MBS 2012-28,2012-09-27,2021-07,1.8946,3.16,94.256,96.053,102.26,860.0,3202.32,2.81,63.11,34.93,0.69,0.2057814796668377
MBS 2012-28,2012-09-27,2021-08,3.0259,3.16,95.666,97.04,102.75,706.0,3199.27,2.88,62.95,34.82,0.77,0.4791707412477947
MBS 2012-28,2012-09-27,2021-09,0.8879,3.16,97.123,97.976,103.17,711.0,3068.82,3.01,62.98,34.79,0.98,0.4087591240875929
MBS 2012-28,2012-09-27,2021-10,1.768,3.16,98.14,98.579,103.35,736.0,2970.68,3.26,62.9,34.81,1.08,0.1744693224774572
MBS 2012-28,2012-09-27,2021-11,0.4587,3.16,99.224,99.301,103.87,694.0,2839.01,3.51,62.88,34.82,1.17,0.5031446540880603
MBS 2012-28,2012-09-27,2021-12,1.9833,3.16,99.72,99.728,104.04,697.0,2977.65,3.63,62.92,34.73,1.27,0.1636661211129312
MBS 2012-28,2012-09-27,2022-01,0.6498,3.16,100.0,100.0,104.69,780.0,2663.34,3.85,62.96,34.7,1.39,0.6247597078046823
MBS 2012-28,2012-09-27,2022-02,0.3432,3.16,100.207,100.197,105.3,800.0,2699.18,3.88,63.01,34.63,1.5,0.5826726525933703
MBS 2012-28,2012-09-27,2022-03,1.4571,3.16,100.306,100.337,106.06,798.0,2757.65,3.84,62.94,34.67,1.5,0.7217473884140599
MBS 2012-28,2012-09-27,2022-04,2.0994,3.16,100.517,100.543,106.85,813.0,2695.05,3.9,63.11,34.24,1.64,0.744861399207988
MBS 2012-28,2012-09-27,2022-05,5.4329,3.16,100.768,100.814,107.56,830.0,2685.9,3.9,62.93,34.47,1.77,0.6644829199812897
MBS 2012-28,2012-09-27,2022-06,7.3208,3.16,100.869,100.912,108.22,824.0,2332.64,4.04,63.09,33.47,1.99,0.6136110078095914
